COUNTYA,TRACTA,BLKGRPA,BLOCKA,CODE,SDELMA,SDELMA_2,TOTPOP,WHITE,BLACK,AMIN,ASIAN,NHPI,OTHER,2MORE,TOT K-5 (Modified),TOT 6-8 (Modified),TOT ELEM (Modified),ENROLL_K-5,ENROLL_6-8,ENROLL_K-8,TOT_ENROLL,NUM_K-5_,NUM_6-8_SCHOOL,NUM_K-8_SCHOOL
25,50901,3,3009,25509013009,1,7,272,176,2,1,3,0,68,22,22.5683002,7.02314768,29.59144788,0,0,0,0,0,0,0
25,50901,3,3010,25509013010,1,7,314,174,4,0,9,0,111,16,21.54246837,16.97260689,38.51507527,0,0,0,0,0,0,0
25,50901,3,3011,25509013011,1,7,213,161,7,0,6,0,28,11,18.46497289,6.437885373,24.90285827,0,0,0,0,0,0,0
25,50901,3,3012,25509013012,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,1,1000,25510001000,1,9,182,135,10,1,10,0,15,11,5.129159137,3.51157384,8.640732977,0,0,0,0,0,0,0
25,51000,1,1001,25510001001,1,9,278,200,13,5,1,0,46,13,24.61996386,10.53472152,35.15468538,0,0,0,0,0,0,0
25,51000,1,1002,25510001002,1,9,254,189,4,5,2,0,37,17,12.30998193,9.364196907,21.67417884,0,0,0,0,0,0,0
25,51000,1,1003,25510001003,1,9,57,43,4,0,0,0,7,3,5.129159137,1.75578692,6.884946057,0,0,0,0,0,0,0
25,51000,1,1004,25510001004,1,9,93,76,0,0,0,0,9,8,6.154990964,1.75578692,7.910777884,0,0,0,0,0,0,0
25,51000,1,1005,25510001005,1,9,75,73,0,0,0,0,2,0,4.103327309,2.341049227,6.444376536,0,0,0,0,0,0,0
25,51000,1,1006,25510001006,1,9,145,105,1,2,5,0,32,0,10.25831827,2.926311533,13.18462981,0,1408,1408,2740,0,2,2
25,51000,1,1007,25510001007,1,9,67,60,3,0,0,0,0,4,2.051663655,1.170524613,3.222188268,0,0,0,0,0,0,0
25,51000,1,1008,25510001008,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,1,1009,25510001009,1,9,80,77,0,0,3,0,0,0,3.077495482,2.341049227,5.418544709,0,0,0,0,0,0,0
25,51000,1,1010,25510001010,1,9,28,19,1,0,4,0,2,2,0,1.170524613,1.170524613,0,0,0,0,0,0,0
25,51000,1,1011,25510001011,1,9,131,114,2,0,0,0,12,3,1.025831827,5.26736076,6.293192587,0,0,0,0,0,0,0
25,51000,1,1012,25510001012,1,9,133,96,0,0,12,0,15,10,3.077495482,2.341049227,5.418544709,0,0,0,0,0,0,0
25,51000,1,1013,25510001013,1,9,189,148,4,0,0,0,34,3,6.154990964,2.926311533,9.081302498,0,0,0,0,0,0,0
25,51000,1,1014,25510001014,1,9,153,120,6,0,4,0,23,0,12.30998193,4.682098453,16.99208038,0,0,0,0,0,0,0
25,51000,1,1015,25510001015,1,9,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,1,1016,25510001016,1,9,24,19,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
25,51000,1,1017,25510001017,1,9,18,12,0,0,0,0,6,0,1.025831827,0.585262307,1.611094134,0,0,0,0,0,0,0
25,51000,1,1018,25510001018,1,9,19,19,0,0,0,0,0,0,0,0.585262307,0.585262307,0,0,0,0,0,0,0
25,51000,1,1019,25510001019,1,9,47,43,0,0,4,0,0,0,3.077495482,1.170524613,4.248020095,0,0,0,0,0,0,0
25,51000,1,1020,25510001020,1,9,52,49,0,0,1,0,1,1,0,1.170524613,1.170524613,0,0,0,0,0,0,0
25,51000,2,2000,25510002000,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2001,25510002001,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2002,25510002002,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2003,25510002003,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2004,25510002004,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2005,25510002005,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2006,25510002006,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2007,25510002007,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2008,25510002008,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2009,25510002009,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2010,25510002010,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2011,25510002011,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2012,25510002012,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2013,25510002013,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2014,25510002014,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2015,25510002015,1,7,517,368,49,2,19,0,73,6,32.82661848,19.89891843,52.7255369,0,0,0,0,0,0,0
25,51000,2,2016,25510002016,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2017,25510002017,1,7,445,305,31,5,46,0,47,11,34.87828213,15.21681997,50.0951021,0,0,0,0,0,0,0
25,51000,2,2018,25510002018,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2019,25510002019,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2020,25510002020,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,2,2021,25510002021,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,3,3000,25510003000,1,7,204,176,5,1,4,2,16,0,11.2841501,6.437885373,17.72203547,0,0,0,0,0,0,0
25,51000,3,3001,25510003001,1,7,387,289,4,0,5,0,71,18,27.69745934,5.852623067,33.55008241,0,0,0,0,0,0,0
25,51000,3,3002,25510003002,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,3,3003,25510003003,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,3,3004,25510003004,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,3,3005,25510003005,1,7,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,3,3006,25510003006,1,7,85,55,0,0,1,0,26,3,2.051663655,1.170524613,3.222188268,0,0,0,0,0,0,0
25,51000,3,3007,25510003007,1,7,227,177,0,5,4,0,31,10,15.38747741,9.949459214,25.33693662,0,0,0,0,0,0,0
25,51000,3,3008,25510003008,1,7,141,112,1,0,0,0,26,2,7.180822792,4.682098453,11.86292124,0,0,0,0,0,0,0
25,51000,3,3009,25510003009,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51000,3,3010,25510003010,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,1,1000,25511011000,1,9,206,179,8,2,10,0,3,4,5.129159137,4.096836147,9.225995284,0,0,0,0,0,0,0
25,51101,1,1001,25511011001,1,9,35,24,8,0,0,0,3,0,5.129159137,2.341049227,7.470208364,0,0,0,0,0,0,0
25,51101,1,1002,25511011002,1,9,423,344,7,0,7,0,59,6,30.77495482,13.46103305,44.23598787,0,0,0,0,0,0,0
25,51101,1,1003,25511011003,1,9,168,129,0,2,0,0,33,4,3.077495482,1.75578692,4.833282402,228,0,228,228,1,0,1
25,51101,1,1004,25511011004,1,9,177,139,13,0,8,0,13,4,9.232486446,10.53472152,19.76720797,0,0,0,0,0,0,0
25,51101,1,1005,25511011005,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,1,1006,25511011006,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,1,1007,25511011007,1,9,191,114,3,2,2,0,60,10,10.25831827,5.26736076,15.52567903,0,0,0,0,0,0,0
25,51101,1,1008,25511011008,1,9,114,104,2,0,0,0,8,0,2.051663655,0.585262307,2.636925961,0,0,0,0,0,0,0
25,51101,1,1009,25511011009,1,9,87,54,4,0,3,0,23,3,3.077495482,3.51157384,6.589069322,0,0,0,0,0,0,0
25,51101,1,1010,25511011010,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,1,1011,25511011011,1,9,190,121,5,2,4,0,48,10,16.41330924,8.193672294,24.60698153,0,0,0,0,0,0,0
25,51101,1,1012,25511011012,1,9,11,6,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
25,51101,2,2000,25511012000,1,9,1274,566,295,18,88,0,215,92,135.4098012,66.13464066,201.5444419,0,0,0,0,0,0,0
25,51101,2,2001,25511012001,1,8,137,109,0,0,19,0,6,3,7.180822792,6.437885373,13.61870817,0,0,0,0,0,0,0
25,51101,2,2002,25511012002,1,8,77,73,0,0,1,0,0,3,4.103327309,2.926311533,7.029638843,0,0,0,0,0,0,0
25,51101,2,2003,25511012003,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,2,2004,25511012004,1,8,248,191,13,0,6,0,29,9,10.25831827,5.852623067,16.11094134,0,0,0,0,0,0,0
25,51101,2,2005,25511012005,1,8,213,170,3,0,0,0,29,11,12.30998193,2.341049227,14.65103116,0,0,0,0,0,0,0
25,51101,3,3000,25511013000,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,3,3001,25511013001,1,7,187,149,0,0,2,0,33,3,11.2841501,4.096836147,15.38098625,0,0,0,0,0,0,0
25,51101,3,3002,25511013002,1,7,124,109,0,0,0,0,11,4,8.206654619,2.341049227,10.54770385,0,0,0,0,0,0,0
25,51101,3,3003,25511013003,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,3,3004,25511013004,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,3,3005,25511013005,1,7,17,11,0,0,1,0,0,5,1.025831827,0.585262307,1.611094134,0,0,0,0,0,0,0
25,51101,3,3006,25511013006,1,7,92,83,1,5,0,0,3,0,5.129159137,1.75578692,6.884946057,0,0,0,0,0,0,0
25,51101,3,3007,25511013007,1,7,210,142,13,0,1,0,47,7,20.51663655,11.70524613,32.22188268,0,0,0,0,0,0,0
25,51101,3,3008,25511013008,1,7,81,56,1,0,23,0,0,1,11.2841501,5.26736076,16.55151086,0,0,0,0,0,0,0
25,51101,3,3009,25511013009,1,7,57,57,0,0,0,0,0,0,0,2.926311533,2.926311533,0,0,0,0,0,0,0
25,51101,3,3010,25511013010,1,7,34,22,0,0,5,0,0,7,0,1.75578692,1.75578692,0,0,0,0,0,0,0
25,51101,3,3011,25511013011,1,7,85,76,1,0,0,0,5,3,4.103327309,1.75578692,5.859114229,0,0,0,0,0,0,0
25,51101,3,3012,25511013012,1,7,32,32,0,0,0,0,0,0,1.025831827,1.170524613,2.196356441,0,0,0,0,0,0,0
25,51101,3,3013,25511013013,1,7,157,138,0,0,0,0,19,0,2.051663655,4.682098453,6.733762108,0,0,0,0,0,0,0
25,51101,3,3014,25511013014,1,7,35,35,0,0,0,0,0,0,2.051663655,1.75578692,3.807450575,0,0,0,0,0,0,0
25,51101,3,3015,25511013015,1,7,46,40,1,0,0,0,2,3,2.051663655,1.75578692,3.807450575,0,0,0,0,0,0,0
25,51101,3,3016,25511013016,1,7,163,125,4,1,0,0,22,11,14.36164558,4.682098453,19.04374404,0,0,0,0,0,0,0
25,51101,3,3017,25511013017,1,7,161,122,1,0,12,0,24,2,7.180822792,5.26736076,12.44818355,0,0,0,0,0,0,0
25,51101,3,3018,25511013018,1,7,56,43,0,0,0,0,4,9,3.077495482,2.926311533,6.003807015,0,0,0,0,0,0,0
25,51101,3,3019,25511013019,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,3,3020,25511013020,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,3,3021,25511013021,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,4,4000,25511014000,1,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,4,4001,25511014001,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,4,4002,25511014002,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,4,4003,25511014003,1,8,67,56,5,0,1,0,0,5,3.077495482,0.585262307,3.662757789,0,0,0,0,0,0,0
25,51101,4,4004,25511014004,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51101,4,4005,25511014005,1,8,93,69,1,2,11,0,9,1,1.025831827,0,1.025831827,0,0,0,0,0,0,0
25,51101,4,4006,25511014006,1,8,58,54,0,0,0,0,0,4,4.103327309,0,4.103327309,0,0,0,0,0,0,0
25,51101,4,4007,25511014007,1,8,95,87,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
25,51101,4,4008,25511014008,1,8,129,113,3,0,6,0,0,7,8.206654619,4.682098453,12.88875307,242,0,242,242,1,0,1
25,51101,4,4009,25511014009,1,8,160,152,3,0,1,0,4,0,8.206654619,10.53472152,18.74137614,0,0,0,0,0,0,0
25,51101,4,4010,25511014010,1,8,304,250,13,0,16,1,20,4,14.36164558,7.02314768,21.38479326,0,0,0,0,0,0,0
25,51101,4,4011,25511014011,1,8,91,73,6,0,6,0,2,4,3.077495482,2.926311533,6.003807015,0,0,0,0,0,0,0
25,51101,4,4012,25511014012,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1000,25512001000,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1001,25512001001,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1002,25512001002,1,8,32,25,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0
25,51200,1,1003,25512001003,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1004,25512001004,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1005,25512001005,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1006,25512001006,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1007,25512001007,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,1,1008,25512001008,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,2,2000,25512002000,1,7,332,261,12,1,0,0,49,9,20.51663655,8.7789346,29.29557115,0,0,0,0,0,0,0
25,51200,2,2001,25512002001,1,7,363,281,15,2,6,0,36,23,18.46497289,5.26736076,23.73233365,0,0,0,0,0,0,0
25,51200,2,2002,25512002002,1,7,384,277,12,0,16,0,64,15,16.41330924,11.70524613,28.11855537,0,0,0,0,0,0,0
25,51200,2,2003,25512002003,1,7,17,17,0,0,0,0,0,0,0,0.585262307,0.585262307,0,0,0,0,0,0,0
25,51200,2,2004,25512002004,1,7,112,77,2,1,4,0,25,3,1.025831827,2.926311533,3.952143361,0,0,0,0,0,0,0
25,51200,2,2005,25512002005,1,7,33,26,0,3,0,0,4,0,0,0.585262307,0.585262307,0,0,0,0,0,0,0
25,51200,2,2006,25512002006,1,7,112,95,0,0,6,0,4,7,5.129159137,1.75578692,6.884946057,0,0,0,0,0,0,0
25,51200,2,2007,25512002007,1,7,195,152,10,0,4,1,24,4,7.180822792,3.51157384,10.69239663,0,0,0,0,0,0,0
25,51200,3,3000,25512003000,1,10,359,290,16,0,0,4,42,7,19.49080472,5.852623067,25.34342779,0,0,0,0,0,0,0
25,51200,3,3001,25512003001,1,10,41,26,0,0,4,0,11,0,1.025831827,1.170524613,2.196356441,0,0,0,0,0,0,0
25,51200,3,3002,25512003002,1,10,294,234,14,1,16,0,13,16,10.25831827,2.926311533,13.18462981,197,0,197,197,1,0,1
25,51200,3,3003,25512003003,1,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,3,3004,25512003004,1,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,51200,3,3005,25512003005,1,10,52,47,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,51200,3,3006,25512003006,1,10,40,35,3,0,0,0,2,0,6.154990964,2.341049227,8.496040191,0,0,0,0,0,0,0
25,60101,1,1000,25601011000,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60101,1,1001,25601011001,1,8,218,212,0,0,4,0,0,2,6.154990964,0,6.154990964,0,0,0,0,0,0,0
25,60101,1,1002,25601011002,1,8,33,31,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60101,1,1003,25601011003,1,8,111,109,0,0,0,0,0,2,3.077495482,0.585262307,3.662757789,0,0,0,0,0,0,0
25,60101,1,1004,25601011004,1,8,126,126,0,0,0,0,0,0,5.129159137,1.170524613,6.29968375,0,0,0,0,0,0,0
25,60101,1,1005,25601011005,1,8,183,182,1,0,0,0,0,0,3.077495482,7.02314768,10.10064316,0,0,0,0,0,0,0
25,60101,1,1006,25601011006,1,8,210,206,1,1,0,2,0,0,7.180822792,2.926311533,10.10713432,0,0,0,0,0,0,0
25,60101,2,2000,25601012000,1,8,94,94,0,0,0,0,0,0,1.025831827,0.585262307,1.611094134,0,0,0,0,0,0,0
25,60101,2,2001,25601012001,1,8,70,68,0,0,0,0,0,2,2.051663655,0.585262307,2.636925961,0,0,0,0,0,0,0
25,60101,2,2002,25601012002,1,8,197,197,0,0,0,0,0,0,10.25831827,3.51157384,13.76989211,0,0,0,0,0,0,0
25,60101,2,2003,25601012003,1,8,87,87,0,0,0,0,0,0,2.051663655,0,2.051663655,0,0,0,0,0,0,0
25,60101,2,2004,25601012004,1,8,185,182,0,0,1,0,2,0,4.103327309,2.341049227,6.444376536,0,0,0,0,0,0,0
25,60101,3,3000,25601013000,1,8,180,173,1,0,0,0,3,3,6.154990964,2.341049227,8.496040191,0,0,0,0,0,0,0
25,60101,3,3001,25601013001,1,8,230,228,0,0,1,0,1,0,4.103327309,3.51157384,7.61490115,0,0,0,0,0,0,0
25,60101,3,3002,25601013002,1,8,204,203,0,0,0,0,1,0,0,0.585262307,0.585262307,0,0,0,0,0,0,0
25,60101,3,3003,25601013003,1,8,185,183,1,0,1,0,0,0,11.2841501,1.170524613,12.45467471,0,0,0,0,0,0,0
25,60101,3,3004,25601013004,1,8,182,182,0,0,0,0,0,0,3.077495482,4.682098453,7.759593936,0,0,0,0,0,0,0
25,60101,4,4000,25601014000,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60101,4,4001,25601014001,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60101,4,4002,25601014002,1,10,225,205,14,2,1,0,2,1,7.180822792,1.75578692,8.936609712,0,0,0,0,0,0,0
25,60101,4,4003,25601014003,1,10,262,248,2,1,3,0,0,8,2.051663655,1.75578692,3.807450575,0,0,0,0,0,0,0
25,60101,4,4004,25601014004,1,10,145,143,0,0,1,0,1,0,7.180822792,0.585262307,7.766085098,156,72,228,228,1,1,1
25,60101,4,4005,25601014005,1,10,12,12,0,0,0,0,0,0,2.051663655,0,2.051663655,0,0,0,0,0,0,0
25,60101,4,4006,25601014006,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60101,4,4007,25601014007,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60101,4,4008,25601014008,1,10,54,52,0,0,0,0,0,2,0,0.585262307,0.585262307,0,0,0,0,0,0,0
25,60101,4,4009,25601014009,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60101,4,4010,25601014010,1,10,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60200,1,1000,25602001000,1,8,88,88,0,0,0,0,0,0,0,0.585262307,0.585262307,0,0,0,0,0,0,0
25,60200,1,1001,25602001001,1,8,151,151,0,0,0,0,0,0,7.180822792,1.75578692,8.936609712,0,0,0,0,0,0,0
25,60200,1,1002,25602001002,1,8,215,206,1,0,3,0,0,5,7.180822792,3.51157384,10.69239663,0,0,0,0,0,0,0
25,60200,1,1003,25602001003,1,8,112,111,0,0,1,0,0,0,4.103327309,1.75578692,5.859114229,0,0,0,0,0,0,0
25,60200,1,1004,25602001004,1,8,166,165,1,0,0,0,0,0,10.25831827,2.341049227,12.5993675,0,0,0,0,0,0,0
25,60200,1,1005,25602001005,1,8,89,87,0,0,1,0,1,0,2.051663655,0.585262307,2.636925961,0,0,0,0,0,0,0
25,60200,2,2000,25602002000,1,8,98,97,0,0,0,0,0,1,3.077495482,2.926311533,6.003807015,0,0,0,0,0,0,0
25,60200,2,2001,25602002001,1,8,74,72,0,0,1,0,0,1,3.077495482,0.585262307,3.662757789,0,0,0,0,0,0,0
25,60200,2,2002,25602002002,1,8,161,158,0,0,2,0,0,1,3.077495482,4.096836147,7.174331629,0,0,0,0,0,0,0
25,60200,2,2003,25602002003,1,8,248,246,1,0,0,0,0,1,5.129159137,3.51157384,8.640732977,0,0,0,0,0,0,0
25,60200,2,2004,25602002004,1,8,240,240,0,0,0,0,0,0,2.051663655,2.926311533,4.977975188,0,0,0,0,0,0,0
25,60200,2,2005,25602002005,1,8,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60200,2,2006,25602002006,1,8,64,64,0,0,0,0,0,0,1.025831827,3.51157384,4.537405667,0,0,0,0,0,0,0
25,60200,2,2007,25602002007,1,8,32,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,60200,2,2008,25602002008,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60200,2,2009,25602002009,1,8,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60200,2,2010,25602002010,1,8,104,104,0,0,0,0,0,0,6.154990964,2.926311533,9.081302498,0,0,0,0,0,0,0
25,60200,2,2011,25602002011,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60301,1,1000,25603011000,1,8,230,218,9,0,1,0,0,2,1.025831827,1.75578692,2.781618747,0,0,0,0,0,0,0
25,60301,1,1001,25603011001,1,8,308,298,2,0,4,0,0,4,1.025831827,3.51157384,4.537405667,0,0,0,0,0,0,0
25,60301,1,1002,25603011002,1,8,202,197,0,1,1,0,0,3,3.077495482,2.341049227,5.418544709,0,0,0,0,0,0,0
25,60301,1,1003,25603011003,1,8,155,153,0,0,2,0,0,0,3.077495482,2.926311533,6.003807015,0,0,0,0,0,0,0
25,60301,1,1004,25603011004,1,8,211,200,2,0,2,0,4,3,3.077495482,0.585262307,3.662757789,0,0,0,0,0,0,0
25,60301,1,1005,25603011005,1,8,179,173,0,0,3,0,1,2,2.051663655,2.926311533,4.977975188,0,0,0,0,0,0,0
25,60301,2,2000,25603012000,1,8,80,79,0,0,0,0,0,1,3.077495482,0.585262307,3.662757789,0,0,0,0,0,0,0
25,60301,2,2001,25603012001,1,8,118,118,0,0,0,0,0,0,4.103327309,1.170524613,5.273851923,0,0,0,0,0,0,0
25,60301,2,2002,25603012002,1,8,101,101,0,0,0,0,0,0,1.025831827,0.585262307,1.611094134,0,0,0,0,0,0,0
25,60301,2,2003,25603012003,1,8,110,109,1,0,0,0,0,0,8.206654619,2.926311533,11.13296615,0,0,0,0,0,0,0
25,60301,2,2004,25603012004,1,8,180,171,0,0,9,0,0,0,6.154990964,3.51157384,9.666564804,0,0,0,0,0,0,0
25,60301,2,2005,25603012005,1,8,110,108,1,0,0,0,1,0,1.025831827,0,1.025831827,0,0,0,0,0,0,0
25,60301,2,2006,25603012006,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60301,3,3000,25603013000,1,10,118,115,3,0,0,0,0,0,5.129159137,3.51157384,8.640732977,0,0,0,0,0,0,0
25,60301,3,3001,25603013001,1,10,57,51,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
25,60301,3,3002,25603013002,1,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,60301,3,3003,25603013003,1,10,119,116,0,0,2,0,0,1,2.051663655,1.75578692,3.807450575,0,0,0,0,0,0,0
25,60301,3,3004,25603013004,1,10,81,79,1,0,0,0,0,1,0,1.170524613,1.170524613,203,0,203,203,1,0,1
25,60301,3,3005,25603013005,1,10,141,139,0,0,1,0,1,0,1.025831827,1.170524613,2.196356441,0,0,0,0,0,0,0
25,60301,3,3006,25603013006,1,10,50,46,1,0,1,0,0,2,2.051663655,1.170524613,3.222188268,0,0,0,0,0,0,0
25,60301,3,3007,25603013007,1,10,203,198,2,0,1,0,1,1,5.129159137,3.51157384,8.640732977,0,0,0,0,0,0,0
25,60301,3,3008,25603013008,1,10,110,110,0,0,0,0,0,0,5.129159137,0.585262307,5.714421443,0,0,0,0,0,0,0
25,60301,3,3009,25603013009,1,10,49,44,0,0,1,0,1,3,1.025831827,1.170524613,2.196356441,0,0,0,0,0,0,0
25,60301,3,3010,25603013010,1,10,29,29,0,0,0,0,0,0,0,0.585262307,0.585262307,0,0,0,0,0,0,0
25,60301,3,3011,25603013011,1,10,119,118,0,0,0,0,1,0,1.025831827,0.585262307,1.611094134,0,0,0,0,0,0,0
25,60400,1,1000,25604001000,1,8,117,111,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
25,60400,1,1001,25604001001,1,8,288,274,1,0,2,0,0,11,6.154990964,8.193672294,14.34866326,0,0,0,0,0,0,0
25,60400,1,1002,25604001002,1,8,140,137,0,0,2,0,0,1,4.103327309,2.341049227,6.444376536,0,0,0,0,0,0,0
25,60400,1,1003,25604001003,1,8,192,189,1,0,1,0,1,0,4.103327309,0.585262307,4.688589616,0,0,0,0,0,0,0
25,60400,1,1004,25604001004,1,8,70,69,0,0,1,0,0,0,3.077495482,1.170524613,4.248020095,0,0,0,0,0,0,0
25,60400,1,1005,25604001005,1,8,114,108,1,0,4,0,0,1,3.077495482,2.926311533,6.003807015,0,0,0,0,0,0,0
25,60400,1,1006,25604001006,1,8,100,98,1,0,0,0,1,0,0,2.341049227,2.341049227,0,0,0,0,0,0,0
25,60400,2,2000,25604002000,1,8,292,277,4,0,8,1,0,2,3.077495482,5.852623067,8.930118549,0,0,0,0,0,0,0
25,60400,2,2001,25604002001,1,8,224,224,0,0,0,0,0,0,1.025831827,3.51157384,4.537405667,0,0,0,0,0,0,0
25,60400,2,2002,25604002002,1,8,76,76,0,0,0,0,0,0,2.051663655,1.75578692,3.807450575,0,0,0,0,0,0,0
25,60400,2,2003,25604002003,1,8,224,224,0,0,0,0,0,0,2.051663655,4.682098453,6.733762108,0,0,0,0,0,0,0
25,60400,2,2004,25604002004,1,8,97,88,0,0,4,0,0,5,6.154990964,2.926311533,9.081302498,0,0,0,0,0,0,0
25,60400,2,2005,25604002005,1,8,75,73,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
