GISJOIN,YEAR,STATE,STATEA,NAME_E,TOTPOP,WHITE,BLACK,AI,ASIAN,NH_PI,OTHER,2MORE,2MORE_OTHER,3MORE,TOTAL,<.50,.50-.99,1.00-1.24,1.25-1.49,1.50-1.84,1.85-1.99,>2.00
G250,2006-2010,Massachusetts,25,Massachusetts,6477096,5289078,422303,12584,335906,2281,270865,144079,27509,116570,6253462,293952,364439,197009,194698,276365,124077,4802922
