COUNTYA,COUSUBA,SCHOOL_NAME,ZCTA,K,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,GR9,GR10,GR11,GR12,Total
5,5280,FARR ACADEMY SCHOOL,02139,16,19,19,21,17,13,20,20,12,0,0,0,0,157
17,5280,Fletcher/Maynard Academy,02139,0,0,0,0,0,0,22,26,46,47,39,56,42,278
17,5280,King Open,02139,0,0,0,0,0,0,61,57,59,0,0,0,0,177
17,5280,Martin Luther King Jr.,02139,32,36,33,30,0,0,0,0,0,0,0,0,0,131
17,5280,Morse,02139,0,0,0,0,0,0,0,0,0,4,15,40,115,174
17,,Prospect Hill Academy Charter School,02139,0,0,0,0,0,176,177,174,177,178,174,168,146,1370
17,5280,Putnam Avenue Upper School,02139,32,11,18,17,11,13,17,7,15,0,0,0,0,141
17,,Benjamin Banneker Charter Public School,02140,0,1,1,1,3,0,2,0,1,0,0,0,0,9
1,55500,INTERNATIONAL SCHOOL OF BOSTON,02140,0,0,0,0,0,124,140,123,109,0,0,0,0,496
5,5280,LYCEE INTERNATIONAL DE BOSTON/INTERNATIONAL SCHOOL OF BOSTON  INC.,02140,0,0,0,0,0,0,15,19,29,27,35,25,26,176
5,5280,MATIGNON HIGH,02140,24,11,20,17,18,14,24,13,17,0,0,0,0,158
17,5280,Peabody,02140,20,33,32,25,33,31,0,0,0,0,0,0,0,174
17,5280,Rindge Avenue Upper School,02140,1,3,2,1,3,3,9,6,6,10,9,10,9,72
5,5280,WILD ROSE MONTESSORI SCHOOL,02140,19,19,21,32,25,19,20,0,0,0,0,0,0,155
17,5280,Cambridge Street Upper School,02141,31,14,18,17,22,19,12,14,11,0,0,0,0,158
17,,Community Charter School of Cambridge,02141,0,2,15,32,49,64,81,83,85,16,0,0,0,427
17,5280,Kennedy-Longfellow,02141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,38540,Albert F. Argenziano School at Lincoln Park,02143,0,0,0,0,0,0,0,10,11,15,11,15,20,82
17,38540,Next Wave Junior High,02143,0,0,0,0,0,0,0,0,0,1,19,49,81,150
17,38540,Somerville High,02143,21,17,25,24,18,16,0,0,0,0,0,0,0,121
23,38540,ST CATHERINE OF GENOA,02143,1,2,7,8,7,11,9,16,13,11,10,14,7,116
17,38540,Benjamin G Brown,02144,21,26,34,32,41,0,0,0,0,0,0,0,0,154
17,38540,West Somerville Neighborhood,02144,27,13,15,23,21,27,28,0,0,0,0,0,0,154
17,38540,Arthur D Healey,02145,17,17,18,14,14,20,18,22,27,21,20,13,18,239
17,38540,Capuano Early Childhood Center,02145,17,13,14,21,21,17,15,0,0,0,0,0,0,118
17,38540,E Somerville Community,02145,0,1,0,1,1,2,2,4,5,10,5,7,0,38
17,38540,Full Circle High School,02145,20,23,19,24,22,20,0,0,0,0,0,0,0,128
17,38540,Winter Hill Community,02145,51,64,0,0,0,0,0,0,0,0,0,0,0,115
17,27690,Beebe,02148,61,68,69,87,80,67,0,0,0,0,0,0,0,432
15,27690,CHEVERUS ELEMENTARY,02148,91,89,91,94,102,104,0,0,0,0,0,0,0,571
17,27690,Ferryway,02148,48,40,45,49,34,45,38,29,30,0,0,0,0,358
17,27690,Forestdale,02148,141,139,128,124,145,0,0,0,0,0,0,0,0,677
17,27690,Linden,02148,0,0,0,0,0,160,166,175,175,0,0,0,0,676
15,27690,MALDEN CATHOLIC HIGH,02148,0,0,0,0,0,141,147,144,139,0,0,0,0,571
17,27690,Malden Early Learning Center,02148,0,0,0,0,0,169,189,154,164,0,0,0,0,676
17,27690,Malden High,02148,18,28,35,36,36,45,42,49,52,0,0,0,0,341
17,,Mystic Valley Regional Charter School,02148,0,0,0,0,0,0,0,0,0,487,454,433,384,1758
17,27690,Salemwood,02148,0,0,0,0,0,0,221,258,195,0,0,0,0,674
17,41095,Adams School,02149,83,87,80,87,88,81,0,0,0,0,0,0,0,506
17,41095,Devens School,02149,4,8,4,10,8,9,6,10,8,0,0,0,0,67
17,41095,Everett High,02149,30,20,29,27,29,31,39,35,32,0,0,0,0,272
17,41095,George Keverian School,02149,15,15,16,14,23,20,20,15,26,0,0,0,0,164
17,41095,Lafayette School,02149,2,7,4,4,5,1,4,2,4,6,6,6,7,58
17,41095,Madeline English School,02149,81,93,97,90,102,103,0,0,0,0,0,0,0,566
17,41095,Parlin School,02149,31,34,24,26,30,34,25,32,54,92,84,85,107,658
9,41095,POPE JOHN XXIII HIGH SCHOOL,02149,45,46,54,57,47,61,0,0,0,0,0,0,0,310
9,41095,ST ANTHONY ELEMENTARY,02149,41,57,41,48,56,67,0,0,0,0,0,0,0,310
17,41095,Sumner G. Whittier School,02149,0,0,0,0,0,0,180,194,193,0,0,0,0,567
17,41095,Webster Extension,02149,89,127,109,85,111,0,0,0,0,0,0,0,0,521
17,41095,Webster School,02149,0,0,0,0,0,0,191,205,171,0,0,0,0,567
25,45000,Chelsea High,02150,0,0,0,0,0,0,0,0,0,203,218,195,222,838
25,45000,Chelsea Opportunity Academy,02150,138,171,139,143,148,0,0,0,0,0,0,0,0,739
25,45000,Clark Avenue School,02150,0,0,0,0,0,0,179,196,250,0,0,0,0,625
25,45000,Edgar A Hooks Elementary,02150,0,0,0,0,0,0,106,94,121,89,80,62,74,626
25,45000,Eugene Wright Science and Technology Academy,02150,0,0,0,0,0,0,214,216,195,0,0,0,0,625
25,45000,Frank M Sokolowski Elementary,02150,0,0,0,0,0,0,0,0,0,160,158,151,157,626
25,45000,George F. Kelly Elementary,02150,0,0,0,0,0,0,219,201,206,0,0,0,0,626
25,45000,Joseph A. Browne School,02150,0,0,0,0,0,0,0,0,0,252,211,187,189,839
9,,Phoenix Charter Academy,02150,0,0,0,0,0,0,21,59,88,89,0,0,0,257
3,53050,SEAPORT ACADEMY SCHOOL,02150,85,107,105,102,89,0,0,0,0,0,0,0,0,488
25,45000,Shurtleff Early Childhood,02150,9,0,0,0,0,0,0,0,0,0,0,0,0,9
25,45000,William A Berkowitz Elementary,02150,0,0,0,0,0,0,0,0,0,4,28,32,31,95
25,44105,A. C. Whelan Elementary School,02151,0,0,0,0,0,0,0,0,0,180,218,212,215,825
25,44105,Beachmont Veterans Memorial School,02151,0,0,0,0,0,180,217,216,209,0,0,0,0,822
25,44105,Garfield Elementary School,02151,157,154,147,165,155,0,0,0,0,0,0,0,0,778
25,44105,Garfield Middle School,02151,0,0,0,0,0,0,290,262,266,0,0,0,0,818
25,44105,Paul Revere,02151,0,0,0,0,0,0,287,273,258,0,0,0,0,818
25,44105,Revere High,02151,127,131,113,139,128,112,0,0,0,0,0,0,0,750
25,44105,Rumney Marsh Academy,02151,100,97,96,90,88,89,77,73,71,0,0,0,0,781
25,44105,Seacoast School,02151,173,159,156,156,167,0,0,0,0,0,0,0,0,811
25,44105,Staff Sargent James J. Hill Elementary School,02151,118,122,129,151,154,144,0,0,0,0,0,0,0,818
25,44105,Susan B. Anthony Middle School,02151,0,0,0,0,0,0,272,265,279,0,0,0,0,816
25,75155,Arthur T. Cummings Elementary School,02152,58,66,65,60,61,73,0,0,0,0,0,0,0,383
25,75155,William P. Gorman/Fort Banks Elementary,02152,41,44,45,44,42,41,35,36,30,0,0,0,0,358
25,75155,Winthrop High School,02152,0,0,0,0,204,194,0,0,0,0,0,0,0,398
25,75155,Winthrop Middle School,02152,49,72,67,71,76,63,0,0,0,0,0,0,0,398
17,79915,Brooks School,02155,0,0,0,0,0,0,0,120,114,99,121,107,113,674
17,79915,Christopher Columbus,02155,0,0,0,0,0,152,185,169,165,0,0,0,0,671
17,79915,Curtis-Tufts,02155,12,6,6,7,0,0,0,0,0,0,0,0,0,31
17,79915,John J McGlynn Elementary School,02155,0,0,0,0,0,0,0,0,0,173,163,184,154,674
17,79915,John J. McGlynn Middle School,02155,27,19,21,20,28,24,35,23,22,0,0,0,0,219
17,79915,Madeleine Dugger Andrews,02155,0,0,0,0,0,0,232,213,224,0,0,0,0,669
17,79915,Medford High,02155,12,13,11,6,6,7,8,1,0,0,0,0,0,64
17,79915,Milton Fuller Roberts,02155,96,105,112,128,104,124,0,0,0,0,0,0,0,669
15,79915,ST RAPHAEL ELEMENTARY,02155,0,0,0,0,0,0,0,88,96,0,0,0,0,184
21,30455,Amelio Della Chiesa Early Childhood Center,02169,66,68,72,85,79,59,88,30,37,0,0,0,0,584
21,30455,Atherton Hough,02169,0,0,0,0,0,0,104,98,105,81,88,92,81,649
21,30455,Broad Meadows Middle,02169,55,60,40,44,49,42,0,0,0,0,0,0,0,290
21,30455,Charles A Bernazzani Elementary,02169,0,0,0,0,0,0,222,210,218,0,0,0,0,650
21,30455,Clifford H Marshall Elementary,02169,0,0,0,0,0,0,0,0,0,138,150,136,164,588
21,30455,Lincoln-Hancock Community School,02169,120,127,103,130,115,0,0,0,0,0,0,0,0,595
21,30455,Merrymount,02169,38,32,44,25,37,38,28,41,38,0,0,0,0,321
21,30455,Point Webster Middle,02169,0,0,0,0,0,0,0,0,0,146,140,179,180,645
21,30455,Quincy High,02169,0,0,0,0,0,0,0,0,0,159,170,158,157,644
21,30455,Snug Harbor Community School,02169,41,53,44,51,47,55,0,0,0,0,0,0,0,291
21,30455,South West Middle School,02169,0,0,0,0,0,0,0,330,316,0,0,0,0,646
21,30455,WOODWARD SCHOOL FOR GIRLS,02169,0,0,0,0,0,0,1,0,2,0,1,3,3,10
21,30455,Beechwood Knoll Elementary,02170,0,0,0,0,0,0,0,0,0,149,135,141,158,583
21,30455,Central Middle,02170,0,0,0,0,0,0,0,122,123,96,102,109,96,648
21,30455,Wollaston School,02170,59,67,43,64,57,0,0,0,0,0,0,0,0,290
21,30455,Atlantic Middle,02171,69,42,43,42,45,49,0,0,0,0,0,0,0,290
21,30455,Francis W Parker,02171,0,0,0,0,0,0,0,0,0,140,134,116,117,507
21,30455,Montclair,02171,24,15,25,19,16,29,18,17,31,19,29,23,17,282
21,30455,North Quincy High,02171,87,77,90,87,107,98,0,0,0,0,0,0,0,546
21,30455,QUINCY CATHOLIC ACADEMY,02171,183,198,217,0,0,0,0,0,0,0,0,0,0,598
21,30455,Squantum,02171,0,0,0,0,86,89,115,0,0,0,0,0,0,290
1,55500,ARLINGTON CATHOLIC HS,02174,0,0,0,0,0,0,499,0,0,0,0,0,0,499
1,55500,ST AGNES ELEMENTARY,02174,82,93,90,89,87,0,0,0,0,0,0,0,0,441
17,380,Herbert Clark Hoover,02176,0,0,0,0,0,0,0,0,0,109,132,141,140,522
17,380,Melrose High,02176,82,79,74,66,55,61,0,0,0,0,0,0,0,417
17,380,Melrose Middle,02176,88,90,94,69,90,0,0,0,0,0,0,0,0,431
17,380,ST. MARY OF THE ANNUNCIATION SCHOOL,02176,0,0,139,152,139,0,0,0,0,0,0,0,0,430
17,60330,Colonial Park,02180,0,0,0,102,119,96,107,0,0,0,0,0,0,424
23,60330,EDGEWOOD/GTR BOSTON ACADEMY,02180,0,0,0,0,127,144,134,0,0,0,0,0,0,405
17,60330,Robin Hood,02180,0,0,0,0,0,0,135,128,161,0,0,0,0,424
23,60330,ST PATRICK ELEMENTARY,02180,19,95,75,68,79,69,0,0,0,0,0,0,0,405
17,60330,Stoneham Central Middle School,02180,73,77,67,71,69,66,0,0,0,0,0,0,0,423
17,60330,Stoneham High,02180,94,70,67,58,64,70,0,0,0,0,0,0,0,423
3,61065,ARCHBISHOP WILLIAMS HIGH,02184,53,57,55,62,66,68,60,38,37,0,0,0,0,496
21,61065,Archie T Morrison,02184,131,143,140,138,148,143,141,173,165,0,0,0,0,1322
21,61065,Braintree High,02184,0,0,0,0,0,0,0,0,0,165,162,158,173,658
3,61065,CARDINAL CUSHING CENTERS SCHOOL - BRAINTREE,02184,0,0,0,0,0,0,140,129,104,0,0,0,0,373
17,39835,CATS ACADEMY BOSTON,02184,0,0,0,0,0,0,0,61,66,52,27,51,40,297
21,61065,Donald Ross,02184,0,0,0,0,0,0,517,518,320,0,0,0,0,1355
3,61065,GRANITE ACADEMY SCHOOL,02184,0,0,0,0,0,0,0,0,0,102,82,88,102,374
21,61065,Hollis,02184,0,0,0,0,0,0,0,0,0,8,8,9,3,28
21,61065,Mary E Flaherty School,02184,0,0,0,0,0,0,107,122,116,0,0,0,0,345
3,61065,MEETINGHOUSE MONTESSORI SCHOOL,02184,58,49,41,49,53,42,58,0,0,0,0,0,0,350
21,61065,Monatiquot Kindergarten Center,02184,3,1,3,1,1,3,1,3,1,0,1,5,3,26
3,61065,ST FRANCIS OF ASSISI,02184,0,0,0,0,0,0,0,0,0,114,128,133,144,519
3,61065,THAYER ACADEMY,02184,66,63,77,79,76,73,86,0,0,0,0,0,0,520
21,11525,Charles S Pierce Middle,02186,21,21,17,28,23,34,39,43,32,0,0,0,0,258
21,11525,Collicot,02186,50,50,46,55,41,53,0,0,0,0,0,0,0,295
21,11525,Cunningham School,02186,51,52,39,41,43,41,0,0,0,0,0,0,0,267
17,11525,DELPHI ACADEMY,02186,0,0,0,0,0,0,0,0,402,293,303,246,333,1577
17,11525,FONTBONNE ACADEMY,02186,0,0,0,0,0,0,89,81,97,68,72,82,76,565
17,11525,MILTON ACADEMY,02186,0,0,0,0,0,0,0,0,0,242,199,161,202,804
21,11525,Milton High,02186,0,0,0,92,120,133,0,0,0,0,0,0,0,345
17,11525,ST AGATHA ELEMENTARY,02186,0,0,0,0,0,181,162,156,169,0,0,0,0,668
17,11525,ST MARY OF THE HILLS ELEM,02186,98,94,120,123,107,126,0,0,0,0,0,0,0,668
21,11525,Tucker,02186,53,56,50,57,39,38,0,0,0,0,0,0,0,293
21,63345,Frederick C Murphy,02188,0,0,0,0,0,0,1,5,14,29,37,23,17,126
27,63345,SOUTH SHORE CHRISTIAN,02188,23,12,11,11,18,7,0,0,0,0,0,0,0,82
21,63345,William Seach,02188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,63345,Abigail Adams Middle School,02189,47,55,65,55,37,63,0,0,0,0,0,0,0,322
21,63345,Academy Avenue,02189,1,0,1,1,0,1,0,1,2,1,0,2,2,12
21,63345,Lawrence W Pingree,02189,17,12,13,19,12,21,13,0,0,0,0,0,0,107
21,63345,Maria Weston Chapman Middle School,02189,0,1,1,2,1,1,1,1,1,0,0,0,0,9
27,63345,FIRST BAPTIST CHRISTIAN,02190,40,37,30,25,23,39,28,0,0,0,0,0,0,222
21,63345,Ralph Talbot,02190,92,111,88,0,0,0,0,0,0,0,0,0,0,291
21,63345,Thomas V Nash,02190,13,20,15,21,17,17,22,0,0,0,0,0,0,125
21,63345,Thomas W. Hamilton Primary School,02190,55,65,57,51,58,55,0,0,0,0,0,0,0,341
21,63345,Weymouth High School,02190,53,59,63,57,51,57,0,0,0,0,0,0,0,340
21,63345,Johnson Early Childhood Center,02191,0,0,0,0,0,0,0,0,0,34,10,28,54,126
27,63345,ST JEROME ELEMENTARY,02191,28,28,26,31,37,18,34,0,0,0,0,0,0,202
21,63345,Wessagusset,02191,0,0,0,0,0,0,0,52,57,58,65,55,54,341
3,53050,BOSTON UNIVERSITY ACADEMY,02215,78,80,72,85,82,84,0,0,0,0,0,0,0,481
25,,MATCH Charter Public School,02215,0,0,0,0,0,207,185,215,224,0,0,0,0,831
3,53050,THE WINSOR,02215,0,0,0,0,0,0,367,412,419,0,0,0,0,1198
23,77990,Barrett Russell Early Childhood Center,02301,0,0,0,0,0,0,0,0,0,71,90,81,94,336
23,77990,Brockton Champion High School,02301,0,0,0,0,0,0,136,148,125,0,0,0,0,409
23,77990,Brockton High,02301,54,60,65,64,48,46,72,0,0,0,0,0,0,409
23,77990,Dr W Arnone Community School,02301,0,0,0,0,0,0,0,0,92,59,73,43,71,338
23,77990,Edison Academy,02301,38,56,61,58,68,60,52,0,0,0,0,0,0,393
23,77990,Frederick Douglass Academy,02301,82,86,76,88,83,89,97,0,0,0,0,0,0,601
23,77990,Hancock,02301,46,45,51,48,45,40,38,0,0,0,0,0,0,313
23,77990,Huntington Therapeutic Day School,02301,93,105,100,0,0,0,0,0,0,0,0,0,0,298
23,77990,Louis F Angelo Elementary,02301,44,28,31,24,23,32,16,26,25,0,0,0,0,249
23,77990,Manthala George Jr. School,02301,0,0,0,0,165,171,0,0,0,0,0,0,0,336
23,,New Heights Charter School of Brockton,02301,121,136,110,107,119,0,0,0,0,0,0,0,0,593
23,77990,North Middle School,02301,145,149,0,0,0,0,0,0,0,0,0,0,0,294
23,77990,Oscar F Raymond,02301,0,0,0,0,0,0,4,7,4,16,12,12,17,72
23,77990,West Middle School,02301,36,35,40,39,40,34,34,23,22,0,0,0,0,303
23,77990,Ashfield Middle School,02302,0,2,5,4,5,4,3,11,9,13,16,22,14,108
23,77990,Brookfield,02302,62,62,56,52,57,47,0,0,0,0,0,0,0,336
23,77990,Edgar B Davis,02302,111,107,118,0,0,0,0,0,0,0,0,0,0,336
23,77990,Gilmore Elementary School,02302,103,105,103,0,0,0,0,0,0,0,0,0,0,311
23,77990,Joseph F. Plouffe Academy,02302,1,1,1,5,6,11,2,8,8,11,15,16,17,102
23,77990,Mary E. Baker School,02302,48,66,54,58,57,54,0,0,0,0,0,0,0,337
3,77990,MAY CENTER SCHOOL FOR BRAIN INJURY AND RELATED DISORDERS RESIDENTIAL (BROCKTON),02302,25,26,24,27,28,30,42,28,33,0,0,0,0,263
21,13345,Avon Middle High School,02322,20,20,21,26,21,26,27,29,40,38,32,38,41,379
21,13345,Ralph D Butler,02322,0,0,0,0,0,0,0,0,0,30,90,127,146,393
3,67595,BEHAVIOR CONNECTIONS,02324,61,73,72,85,82,0,0,0,0,0,0,0,0,373
5,71095,Bridgewater Middle School,02324,34,29,38,27,23,23,25,18,13,0,0,0,0,230
5,71095,Bridgewater-Raynham Regional,02324,42,32,30,32,24,32,29,0,0,0,0,0,0,221
5,71095,Mitchell Elementary School,02324,43,42,36,43,44,41,33,17,7,0,0,0,0,306
5,71095,Therapeutic Day School,02324,44,41,43,28,27,24,21,0,0,0,0,0,0,228
5,71095,Williams Intermediate School,02324,0,0,0,0,0,0,0,14,11,40,48,68,90,271
23,20100,Carver Elementary School,02330,69,84,97,68,90,0,0,0,0,0,0,0,0,408
23,20100,Carver Middle/High School,02330,62,67,59,65,63,60,0,0,0,0,0,0,0,376
23,27620,Alden School,02332,0,65,78,99,77,88,0,0,0,0,0,0,0,407
9,27620,BAY FARM MONTESSORI ACAD,02332,50,34,35,47,38,33,31,0,0,0,0,0,0,268
23,27620,Chandler Elementary,02332,92,65,63,69,54,64,0,0,0,0,0,0,0,407
23,27620,Duxbury High,02332,0,0,0,0,0,0,125,133,148,0,0,0,0,406
23,27620,Duxbury Middle,02332,0,0,0,0,0,0,140,141,126,0,0,0,0,407
23,27900,Central,02333,0,0,0,0,0,0,32,72,80,143,127,156,130,740
23,27900,East Bridgewater JR./SR. High School,02333,41,53,23,39,35,36,0,0,0,0,0,0,0,227
23,27900,Gordon W. Mitchell School,02333,0,0,0,0,0,0,0,0,0,66,60,54,48,228
9,27900,HIGH ROAD SCHOOL OF MASSACHUSETTS,02333,57,62,80,59,53,0,0,0,0,0,0,0,0,311
23,27100,Halifax Elementary,02338,0,114,112,0,0,0,0,0,0,0,0,0,0,226
11,35285,CARDINAL CUSHING CENTERS SCHOOL - HANOVER,02339,89,94,132,128,109,113,127,129,120,0,0,0,0,1041
23,35285,Cedar Elementary,02339,41,48,46,45,45,0,0,0,0,0,0,0,0,225
23,35285,Center Elementary,02339,24,35,29,47,44,46,0,0,0,0,0,0,0,225
23,35285,Hanover High,02339,34,28,45,41,32,45,0,0,0,0,0,0,0,225
23,35285,Hanover Middle,02339,0,50,47,48,39,41,0,0,0,0,0,0,0,225
23,38855,So Shore Vocational Technical High,02339,115,0,0,0,0,0,0,0,0,0,0,0,0,115
23,67385,Hanson Middle School,02341,79,94,97,105,0,0,0,0,0,0,0,0,0,375
23,67385,Indian Head,02341,50,46,37,48,51,46,0,0,0,0,0,0,0,278
21,74525,Holbrook Middle High School,02343,20,23,23,22,20,25,0,0,0,0,0,0,0,133
11,74525,LIGHTHOUSE BAPTIST CHRISTIAN ACADEMY,02343,82,60,62,78,49,82,0,0,0,0,0,0,0,413
17,3005,F. L. CHAMBERLAIN SCHOOL,02346,0,0,0,69,70,62,99,0,0,0,0,0,0,300
23,3005,Henry B. Burkland Elementary School,02346,88,89,88,99,96,91,0,0,0,0,0,0,0,551
23,3005,John T. Nichols Middle,02346,182,190,199,0,0,0,0,0,0,0,0,0,0,571
17,3005,JRI ANCHOR ACADEMY SCHOOL - MIDDLEBOROUGH,02346,44,28,40,37,32,43,42,0,0,0,0,0,0,266
23,3005,Mary K. Goode Elementary School,02346,0,0,0,0,0,0,0,0,0,151,174,159,154,638
23,3005,Memorial Early Childhood Center,02346,0,0,0,0,0,0,0,0,0,171,167,156,144,638
23,3005,Middleborough High,02346,71,115,118,100,121,112,0,0,0,0,0,0,0,637
17,3005,SAMUEL FULLER SCHOOL,02346,0,0,0,162,138,0,0,0,0,0,0,0,0,300
5,59245,Apponequet Regional High,02347,3,57,48,49,52,53,0,0,0,0,0,0,0,262
5,59245,Assawompset Elementary School,02347,0,0,0,0,0,0,0,0,0,62,58,68,74,262
9,59245,CRYSTAL SPRINGS SCHOOL,02347,0,0,0,0,0,110,111,79,65,0,0,0,0,365
5,59245,Freetown-Lakeville Middle School,02347,57,46,54,49,56,0,0,0,0,0,0,0,0,262
5,59245,George R Austin Intermediate School,02347,31,44,47,47,42,51,0,0,0,0,0,0,0,262
9,59245,MULLEIN HILL CHRISTIAN ACADEMY,02347,53,52,46,48,54,64,0,0,0,0,0,0,0,317
9,59245,WHITNEY ACADEMY SCHOOL,02347,0,0,79,96,96,93,0,0,0,0,0,0,0,364
23,3690,Abington Early Education Program,02351,60,27,50,42,55,45,0,0,0,0,0,0,0,279
23,3690,Abington High,02351,54,55,51,57,52,69,0,0,0,0,0,0,0,338
23,3690,Abington Middle School,02351,22,20,21,21,21,19,20,19,19,40,36,26,34,318
23,3690,Beaver Brook Elementary,02351,140,117,0,0,0,0,0,0,0,0,0,0,0,257
1,3690,ST BRIDGET,02351,63,64,59,0,0,0,0,0,0,0,0,0,0,186
23,3690,Woodsdale Elementary School,02351,61,61,55,53,56,53,0,0,0,0,0,0,0,339
5,37560,Easton Middle School,02356,41,44,41,40,35,28,0,0,0,0,0,0,0,229
5,37560,Moreau Hall,02356,67,60,74,71,0,0,0,0,0,0,0,0,0,272
5,37560,Oliver Ames High,02356,41,41,41,43,44,34,0,0,0,0,0,0,0,244
5,37560,Parkview Elementary,02356,44,44,38,43,37,30,0,0,0,0,0,0,0,236
5,37560,Richardson Olmsted School,02356,0,0,0,0,83,92,96,0,0,0,0,0,0,271
23,81035,Bryantville Elementary,02359,0,0,0,0,0,0,0,0,0,432,406,388,365,1591
23,81035,Hobomock Elementary,02359,0,0,0,0,0,0,0,175,155,374,305,334,245,1588
23,81035,North Pembroke Elementary,02359,105,115,149,129,128,160,132,131,128,97,102,104,92,1572
23,81035,Pembroke Community Middle School,02359,0,0,0,0,0,228,251,234,231,253,161,111,99,1568
23,81035,Pembroke High School,02359,0,0,0,0,0,0,3,5,4,11,21,22,24,90
23,16495,Federal Furnace School,02360,110,108,112,119,113,0,0,0,0,0,0,0,0,562
23,16495,Hedge,02360,55,62,71,75,81,65,78,74,68,0,0,0,0,629
23,16495,Indian Brook,02360,0,0,0,0,0,0,0,126,110,120,91,104,77,628
23,16495,Manomet Elementary,02360,0,0,0,0,0,0,216,202,209,0,0,0,0,627
23,,Map Academy Charter School,02360,42,43,49,37,60,52,0,0,0,0,0,0,0,283
23,16495,Nathaniel Morton Elementary,02360,0,0,0,0,0,0,0,0,0,283,354,312,300,1249
23,16495,Plymouth Commun Intermediate,02360,0,0,0,0,0,0,87,95,99,0,0,0,0,281
23,16495,Plymouth Early Childhood Center,02360,113,134,107,130,116,0,0,0,0,0,0,0,0,600
23,16495,Plymouth North High,02360,33,38,33,35,36,45,41,0,0,0,0,0,0,261
23,16495,Plymouth South High,02360,45,38,38,38,41,34,0,0,0,0,0,0,0,234
23,16495,Plymouth South Middle,02360,37,28,39,45,50,40,43,0,0,0,0,0,0,282
23,,Rising Tide Charter Public School,02360,0,0,0,0,0,0,0,412,448,0,0,0,0,860
21,16495,SOUTHEAST CAMPUS SCHOOL,02360,0,0,0,0,141,164,185,165,0,0,0,0,0,655
21,16495,THE NEW TESTAMENT CHRISTIAN SCHOOL,02360,109,100,112,112,81,76,0,0,0,0,0,0,0,590
23,36300,Kingston Elementary,02364,43,49,47,43,45,57,0,0,0,0,0,0,0,284
23,36300,Kingston Intermediate,02364,0,0,0,0,0,0,106,99,78,0,0,0,0,283
13,36300,SACRED HEART ELEM,02364,101,100,112,99,0,0,0,0,0,0,0,0,0,412
23,33220,Silver Lake Regional High,02364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,33220,Silver Lake Regional Middle School,02364,13,21,17,12,23,18,0,0,0,0,0,0,0,104
23,17405,Dennett Elementary,02367,16,14,16,31,21,24,16,21,14,0,0,0,0,173
21,39765,BOSTON HIGASHI SCHOOL,02368,0,0,0,0,0,0,104,107,110,92,104,85,0,602
21,39765,Elizabeth G Lyons Elementary,02368,0,0,0,0,0,162,152,158,171,0,0,0,0,643
21,39765,J F Kennedy Elementary,02368,10,15,15,16,16,15,17,15,13,0,0,0,0,132
21,39765,Margaret L Donovan,02368,2,0,4,2,4,0,1,0,0,0,0,0,0,13
21,39765,Martin E Young Elementary,02368,0,0,0,0,0,0,0,0,0,181,121,121,138,561
21,39765,MAY CENTER SCHOOL FOR AUTISM AND DEVELOPMENTAL DISABILITIES (RANDOLPH),02368,56,58,70,66,57,62,0,0,0,0,0,0,0,369
21,39765,Randolph Community Middle,02368,50,61,52,58,66,78,96,64,51,0,0,0,0,576
21,39765,Randolph High,02368,102,115,97,96,0,0,0,0,0,0,0,0,0,410
27,75400,THE MAY CENTER SCHOOL FOR AUTISM AND DEVELOPMENTAL DISABILITIES (WILMINGTON),02368,5,10,10,9,8,12,0,0,0,0,0,0,0,54
21,54100,CALVARY CHAPEL ACADEMY,02370,109,127,107,109,115,0,0,0,0,0,0,0,0,567
23,54100,Jefferson Elementary School,02370,0,0,0,0,0,0,0,0,0,74,9,29,12,124
23,54100,John W Rogers Middle,02370,77,87,84,85,0,0,0,0,0,0,0,0,0,333
23,54100,Memorial Park,02370,111,82,89,100,91,101,91,97,94,0,0,0,0,856
23,54100,R Stewart Esten,02370,0,0,0,0,0,0,0,0,0,238,229,198,191,856
23,54100,Rockland Senior High,02370,87,63,68,59,56,0,0,0,0,0,0,0,0,333
5,50145,Southeastern Regional Vocational Technical,02375,58,62,62,63,0,0,0,0,0,0,0,0,0,245
23,45105,Howard School,02379,49,48,50,46,48,59,60,55,59,0,0,0,0,474
23,45105,Rose L Macdonald,02379,48,39,45,41,43,41,44,28,23,0,0,0,0,352
23,45105,Spring Street School,02379,29,17,18,21,30,17,17,17,22,0,0,0,0,188
23,45105,West Bridgewater Junior/Senior,02379,99,110,90,92,80,0,0,0,0,0,0,0,0,471
23,67385,John H Duval,02382,103,119,121,0,0,0,0,0,0,0,0,0,0,343
23,67385,Louise A Conley,02382,0,0,0,0,0,0,0,262,242,0,0,0,0,504
23,67385,The Pre-School Academy at Whitman Hanson,02382,0,0,0,0,0,0,0,0,0,153,137,106,109,505
23,67385,Whitman Hanson Regional,02382,26,28,30,23,33,31,53,78,110,63,0,0,0,475
23,67385,Whitman Middle,02382,0,0,0,95,91,92,0,0,0,0,0,0,0,278
3,77990,CARDINAL SPELLMAN HIGH,02402,0,0,0,0,0,0,135,122,116,0,0,0,0,373
17,77890,Fiske,02420,18,16,18,15,16,16,14,19,22,0,0,0,0,154
17,77890,Harrington,02420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
