COUNTYA,COUSUBA,SCHOOL_NAME,ZCTA,K,GR1,GR2,GR3,GR4,GR5,GR6,GR7,GR8,GR9,GR10,GR11,GR12,Total
17,77890,Joseph Estabrook,02420,14,17,15,12,17,16,13,19,21,3,14,6,5,172
17,77890,Lexington Children's Place,02420,86,73,91,70,83,89,0,0,0,0,0,0,0,492
13,77890,LEXINGTON CHRISTIAN ACADEMY,02420,95,106,111,0,0,0,0,0,0,0,0,0,0,312
3,34655,RUDOLPH STEINER,02420,0,0,0,0,0,0,0,0,0,146,130,115,100,491
13,77890,WALDORF,02420,54,56,67,61,61,56,0,0,0,0,0,0,0,355
17,77890,Wm Diamond Middle,02420,0,0,0,0,0,181,193,168,152,0,0,0,0,694
17,77890,Bowman,02421,172,0,0,0,0,0,0,0,0,0,0,0,0,172
17,77890,Bridge,02421,29,9,20,16,13,16,19,9,18,0,0,0,0,149
13,77890,COTTING SCHOOL,02421,50,56,66,69,54,60,0,0,0,0,0,0,0,355
17,77890,Jonas Clarke Middle,02421,0,0,0,0,0,0,231,272,191,0,0,0,0,694
13,77890,JRI MEADOWRIDGE PELHAM ACADEMY SCHOOL,02421,0,0,0,0,0,0,0,0,0,84,75,125,70,354
17,77890,Lexington High,02421,0,0,0,0,0,175,181,160,178,0,0,0,0,694
13,77890,LEXINGTON MONTESSORI,02421,64,68,69,62,72,0,0,0,0,0,0,0,0,335
17,77890,Maria Hastings,02421,16,0,0,0,0,0,0,0,0,0,0,0,0,16
17,11525,Minuteman Regional High,02421,0,0,0,0,0,0,0,0,0,392,387,408,439,1626
21,80685,Brookline Early Education Program at Beacon,02445,0,0,0,0,0,0,206,241,211,0,0,0,0,658
21,80685,Brookline High,02445,0,0,0,0,0,0,0,0,0,211,204,235,235,885
3,80685,DEXTER SOUTHFIELD  INC.,02445,0,0,0,0,0,0,0,0,0,10,7,9,16,42
21,80685,John D Runkle,02445,82,82,92,102,100,101,94,87,94,0,0,0,0,834
3,80685,ST MARY OF THE ASSUMPTION,02445,0,0,0,0,0,0,0,0,0,104,130,131,122,487
21,80685,The Lynch Center,02445,107,99,113,119,115,118,135,0,0,0,0,0,0,806
3,80685,THE PARK,02445,0,0,0,0,0,0,0,0,0,1,6,12,13,32
3,80685,TORAH ACADEMY INC.,02445,0,0,0,0,1,1,3,4,1,8,6,2,0,26
21,80685,William H Lincoln,02445,0,0,0,0,0,0,0,0,0,83,102,92,95,372
21,80685,Coolidge Corner School,02446,0,0,0,0,0,0,239,221,197,0,0,0,0,657
3,80685,IVY STREET SCHOOL,02446,67,73,71,62,69,75,70,0,0,0,0,0,0,487
3,80685,JRI BAY COVE SCHOOL,02446,0,0,0,0,0,0,144,184,159,0,0,0,0,487
21,80685,Michael Driscoll,02446,0,0,0,0,0,88,92,91,91,85,75,68,67,657
3,80685,NE HEBREW ACAD ELEM AND SEC,02446,0,0,0,0,0,0,0,260,228,0,0,0,0,488
21,80685,Pierce,02446,495,103,0,0,0,0,0,0,0,0,0,0,0,598
17,26430,Douglas MacArthur Elementary School,02451,43,49,43,46,47,0,0,0,0,0,0,0,0,228
17,26430,Thomas R Plympton Elementary School,02451,0,0,0,0,0,0,305,335,288,0,0,0,0,928
27,26430,CHAPEL HILL CHAUNCY HALL,02452,46,56,47,42,72,55,0,0,0,0,0,0,0,318
27,26430,GANN ACADEMY-THE NEW JEWISH HIGH SCHOOL,02452,43,51,52,44,43,0,0,0,0,0,0,0,0,233
27,26430,MILESTONES DAY SCHOOL,02452,11,16,23,22,19,27,34,26,39,0,0,0,0,217
17,26430,Northeast Elementary School,02452,0,0,0,0,0,0,0,0,0,190,261,251,227,929
27,26430,OUR LADY'S ACADEMY,02452,61,67,58,45,42,45,0,0,0,0,0,0,0,318
17,26430,Waltham Sr High,02452,0,0,0,0,0,214,229,239,232,0,0,0,0,914
17,26430,Henry Whittemore Elementary School,02453,0,0,0,0,0,0,315,304,307,0,0,0,0,926
17,26430,James Fitzgerald Elementary School,02453,105,98,101,97,98,103,97,122,106,0,0,0,0,927
17,26430,John W. McDevitt Middle School,02453,0,0,0,0,0,0,0,0,0,197,268,235,217,917
27,26430,ST JUDE SCHOOL,02453,18,15,15,19,19,18,20,17,17,15,17,19,15,224
17,26430,Waltham Public Schools Dual Language Program,02453,46,49,53,67,75,56,0,0,0,0,0,0,0,346
17,26430,William F. Stanley Elementary School,02453,0,111,118,117,0,0,0,0,0,0,0,0,0,346
17,39835,Bigelow Middle,02458,0,0,0,0,0,0,0,0,0,46,33,44,61,184
1,55500,DEARBORN ACADEMY SCHOOL,02458,0,97,105,96,116,83,0,0,0,0,0,0,0,497
17,39835,JACKSON SCHOOL,02458,37,26,35,34,33,0,0,0,0,0,0,0,0,165
17,39835,Lincoln-Eliot,02458,28,19,20,28,32,41,0,0,0,0,0,0,0,168
17,39835,MOUNT ALVERNIA HIGH,02458,0,0,0,0,104,34,27,0,0,0,0,0,0,165
17,39835,NEWTON COUNTRY DAY SCHOOL,02458,39,42,40,44,55,48,0,0,0,0,0,0,0,268
17,39835,Newton Early Childhood Center,02458,0,0,0,0,0,166,171,185,146,0,0,0,0,668
17,39835,Underwood,02458,88,113,109,119,100,138,0,0,0,0,0,0,0,667
17,39835,Bowen,02459,66,60,72,67,72,68,0,0,0,0,0,0,0,405
17,39835,Charles E Brown Middle,02459,0,1,1,9,12,16,13,13,25,26,16,6,0,138
17,39835,John Ward,02459,97,107,100,98,77,70,0,0,0,0,0,0,0,549
17,39835,Mason-Rice,02459,96,0,0,0,0,0,0,0,0,0,0,0,0,96
17,39835,Memorial Spaulding,02459,205,228,235,0,0,0,0,0,0,0,0,0,0,668
17,39835,NEWTON MONTESSORI SCHOOL,02459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,39835,Newton South High,02459,0,0,0,0,0,0,0,3,2,4,8,7,7,31
17,39835,Oak Hill Middle,02459,0,0,0,0,0,1,0,2,9,14,16,17,20,79
17,39835,SOLOMON SCHECHTER DAY SCH,02459,75,111,110,97,117,85,0,0,0,0,0,0,0,595
17,39835,Cabot,02460,68,67,45,60,49,51,58,0,0,0,0,0,0,398
17,39835,F A Day Middle,02460,13,5,5,9,8,10,14,6,13,6,5,8,5,107
17,39835,Newton North High,02460,4,5,5,7,8,6,8,6,12,0,0,0,0,61
17,39835,Countryside,02461,20,15,18,23,21,15,22,24,25,0,0,0,0,183
17,39835,CLEARWAY SCHOOL,02465,25,20,19,38,30,22,0,0,0,0,0,0,0,154
17,39835,FESSENDEN SCHOOL,02465,72,80,61,63,0,0,0,0,0,0,0,0,0,276
17,39835,LEARNING PREP SCHOOL,02465,0,2,0,1,1,1,3,4,4,6,8,8,17,55
17,39835,C C Burr,02466,61,68,71,81,78,66,0,0,0,0,0,0,0,425
17,39835,B C CAMPUS SCHOOL,02467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,39835,BEAVER COUNTRY DAY,02467,0,112,90,95,0,0,0,0,0,0,0,0,0,297
17,39835,BRIMMER + MAY,02467,91,107,99,0,0,0,0,0,0,0,0,0,0,297
21,80685,Brookline Early Education Program at Clark Road,02467,0,0,0,0,0,0,218,202,237,0,0,0,0,657
21,80685,Brookline Early Education Program at Putterham,02467,0,0,0,0,0,170,183,149,155,0,0,0,0,657
21,80685,Edith C Baker,02467,0,0,0,0,0,0,113,122,116,84,63,77,82,657
21,80685,Heath,02467,0,0,0,0,0,141,162,175,177,0,0,0,0,655
17,39835,MOUNT ALVERNIA ACADEMY,02467,0,0,0,0,0,0,0,0,0,159,166,168,170,663
17,39835,YESHIVA OHR YISRAEL HIGH SCHOOL FOR BOYS,02467,0,0,0,0,0,0,0,0,0,54,30,50,27,161
17,39835,A E Angier,02468,0,72,62,68,75,75,73,0,0,0,0,0,0,425
17,39835,Zervas,02468,24,22,24,22,22,25,25,17,14,0,0,0,0,195
27,34165,ATRIUM,02472,86,103,86,0,0,0,0,0,0,0,0,0,0,275
17,34165,Cunniff,02472,62,72,89,86,124,127,152,81,79,0,0,0,0,872
17,34165,Hosmer,02472,84,76,80,115,96,91,109,130,132,0,0,0,0,913
17,34165,James Russell Lowell,02472,0,0,0,0,0,0,50,430,432,0,0,0,0,912
27,34165,JEWISH COMMUNITY DAY SCHOOL,02472,50,60,72,73,62,68,59,62,72,0,0,0,0,578
27,34165,PERKINS SCHOOL FOR BLIND,02472,17,11,12,8,9,14,14,13,12,0,0,0,0,110
27,34165,ST STEPHEN'S ARMENIAN,02472,63,61,69,81,0,0,0,0,0,0,0,0,0,274
27,34165,WALKER BEACON SCHOOL,02472,26,23,22,24,22,25,48,30,23,0,0,0,0,243
17,34165,Watertown High,02472,0,0,0,0,0,0,288,325,297,0,0,0,0,910
17,34165,Watertown Middle,02472,0,0,0,0,0,0,0,0,0,205,239,236,231,911
17,55500,Gibbs School,02474,39,42,41,44,41,65,66,70,70,64,67,55,0,664
17,55500,Hardy,02474,100,117,131,121,131,110,0,0,0,0,0,0,0,710
17,55500,John A Bishop,02474,0,0,0,0,0,0,231,246,234,0,0,0,0,711
1,55500,LESLEY ELLIS,02474,92,98,102,104,102,0,0,0,0,0,0,0,0,498
17,55500,M Norcross Stratton,02474,0,0,0,0,0,236,233,235,0,0,0,0,0,704
1,55500,NEW COVENANT SCHOOL INC.,02474,79,66,81,73,77,86,0,0,0,0,0,0,0,462
17,55500,Thompson,02474,0,0,0,0,0,0,0,0,0,173,186,177,170,706
1,55500,ARLINGTON CHILDREN'S CENTER,02476,23,24,24,20,23,24,16,15,26,0,0,0,0,195
17,55500,Arlington High,02476,81,81,77,86,82,81,74,75,64,0,0,0,0,701
17,55500,Brackett,02476,58,77,68,79,94,69,79,92,71,0,0,0,0,687
17,55500,Cyrus E Dallin,02476,59,72,69,72,75,73,85,77,69,0,0,0,0,651
17,55500,Menotomy Preschool,02476,0,0,0,0,0,0,0,0,0,181,185,181,162,709
17,55500,Ottoson Middle,02476,0,0,0,0,0,0,0,0,0,158,193,183,168,702
3,34340,ARLINGTON SCHOOL,02478,0,0,0,0,0,0,0,0,0,165,9,33,9,216
3,34340,BELMONT DAY,02478,20,20,21,22,22,22,32,32,27,0,0,0,0,218
17,34340,Belmont High,02478,9,10,10,12,6,12,7,6,5,0,0,0,0,77
3,34340,CNS/PATHWAYS ACADEMY,02478,18,9,11,10,5,5,0,0,0,0,0,0,0,58
17,34340,Daniel Butler,02478,0,0,0,0,0,0,0,0,0,192,160,173,169,694
17,34340,Mary Lee Burbank,02478,0,0,0,0,0,16,15,12,15,0,0,0,0,58
17,34340,Roger E Wellington,02478,0,0,0,0,0,0,0,0,0,324,357,368,360,1409
3,34340,WALDORF HIGH SCHOOL OF MASSACHUSETTS BAY  INC.,02478,0,0,0,0,0,0,0,38,38,37,38,30,36,217
17,34340,Winn Brook,02478,0,0,0,0,0,29,31,25,24,0,0,0,0,109
17,34340,Winthrop L Chenery Middle,02478,0,0,0,0,0,0,0,0,0,472,365,294,268,1399
21,37420,Ernest F Upham,02481,56,60,64,84,0,0,0,0,0,0,0,0,0,264
21,37420,Joseph E Fiske,02481,55,63,60,54,55,0,0,0,0,0,0,0,0,287
21,37420,Katharine Lee Bates,02481,0,0,0,0,92,87,108,0,0,0,0,0,0,287
21,37420,Preschool at Wellesley Schools,02481,34,32,32,33,32,33,34,32,26,0,0,0,0,288
21,37420,Schofield,02481,48,44,40,33,35,35,0,0,0,0,0,0,0,235
21,37420,Wellesley Middle,02481,42,50,56,69,68,0,0,0,0,0,0,0,0,285
21,37420,Wellesley Sr High,02481,84,121,108,96,0,0,0,0,0,0,0,0,0,409
27,37420,DANA HALL,02482,0,0,0,0,0,0,0,0,0,8,24,26,22,80
21,37420,Hunnewell,02482,43,60,49,44,46,42,0,0,0,0,0,0,0,284
21,37420,John D Hardy,02482,100,90,96,0,0,0,0,0,0,0,0,0,0,286
21,37420,Sprague Elementary School,02482,36,44,47,38,47,34,0,0,0,0,0,0,0,246
27,37420,TENACRE COUNTRY DAY,02482,52,46,59,64,49,58,57,0,0,0,0,0,0,385
21,31540,Broadmeadow,02492,23,58,64,65,61,73,0,0,0,0,0,0,0,344
21,31540,High Rock School,02492,64,48,46,66,57,62,0,0,0,0,0,0,0,343
17,31540,MONSIGNOR HADDAD MIDDLE,02492,78,77,86,85,85,0,0,0,0,0,0,0,0,411
21,31540,Newman Elementary,02492,53,58,63,54,71,44,0,0,0,0,0,0,0,343
21,31540,Pollard Middle,02492,55,58,64,59,55,52,0,0,0,0,0,0,0,343
17,31540,RIVERSIDE SCHOOL,02492,36,54,73,65,61,62,0,0,0,0,0,0,0,351
17,31540,ST SEBASTIAN'S SCHOOL,02492,55,55,71,59,46,61,71,0,0,0,0,0,0,418
17,31540,WALKER SCHOOL,02492,35,48,31,47,55,49,52,52,47,0,0,0,0,416
21,31540,William Mitchell,02492,0,0,0,0,0,0,39,54,40,55,49,50,57,344
27,58825,CAMBRIDGE SCHOOL OF WESTON,02493,47,59,57,59,56,62,0,0,0,0,0,0,0,340
17,58825,Country,02493,20,21,14,12,18,14,31,29,30,0,0,0,0,189
17,58825,Field Elementary School,02493,23,17,11,20,14,19,18,22,12,0,0,0,0,156
27,58825,GIFFORD SCHOOL,02493,0,0,0,0,0,126,137,118,0,0,0,0,0,381
27,58825,MEADOWBROOK SCHOOL OF WESTON,02493,55,58,64,52,47,39,0,0,0,0,0,0,0,315
27,58825,THE RIVERS SCHOOL,02493,0,0,0,0,0,0,130,122,130,0,0,0,0,382
17,58825,Weston High,02493,0,0,0,1,0,0,0,0,1,3,0,2,1,8
17,58825,Weston Middle,02493,0,0,0,0,0,13,17,14,13,0,0,0,0,57
21,31540,John Eliot,02494,0,67,65,67,64,81,0,0,0,0,0,0,0,344
3,34655,JRI BERKSHIRE MEADOWS,02494,99,91,110,91,99,0,0,0,0,0,0,0,0,490
21,31540,Needham High,02494,0,0,0,0,0,0,0,0,0,199,198,201,206,804
21,31540,Sunita L. Williams Elementary,02494,52,58,60,54,58,62,0,0,0,0,0,0,0,344
1,53960,Bourne High School,02532,0,0,0,0,0,100,100,101,100,110,101,99,87,798
1,53960,Bourne Intermediate School,02532,83,102,86,105,102,116,0,0,0,0,0,0,0,594
1,53960,Bourne Middle School,02532,0,0,0,0,0,0,0,0,0,318,289,323,294,1224
1,53960,Bournedale Elementary School,02532,155,190,188,0,0,0,0,0,0,0,0,0,0,533
3,53960,INDEPENDENCE ACADEMY,02532,115,112,109,109,75,0,0,0,0,0,0,0,0,520
3,53960,ST MARGARET REGIONAL,02532,40,45,42,43,44,62,56,55,60,0,0,0,0,447
1,14395,Upper Cape Cod Vocational Technical,02532,83,88,80,90,86,68,0,0,0,0,0,0,0,495
7,14395,Chilmark Elementary,02535,0,0,0,0,0,0,2,2,3,10,9,10,12,48
1,45245,East Falmouth Elementary,02536,0,0,0,0,0,0,0,0,0,235,293,292,327,1147
1,45245,Teaticket,02536,35,30,36,40,39,44,70,69,63,5,0,0,0,431
1,170,Oak Ridge,02537,15,17,16,15,22,13,14,8,16,0,0,0,0,136
23,170,RIVERVIEW SCHOOL,02537,0,0,0,0,0,0,0,0,0,79,70,93,91,333
1,170,Sandwich High,02537,11,3,12,7,12,2,0,0,0,0,0,0,0,47
1,170,Sandwich STEM Academy,02537,0,0,0,0,1,2,6,8,10,8,8,5,12,60
7,37995,Edgartown Elementary,02539,0,0,0,0,0,0,276,237,252,0,0,0,0,765
9,45245,FALMOUTH ACADEMY,02540,0,0,0,0,0,0,5,10,9,13,8,12,8,65
1,45245,Falmouth High,02540,4,1,0,1,0,0,0,0,0,0,0,0,0,6
1,45245,Morse Pond School,02540,30,9,15,10,10,9,6,10,7,0,0,0,0,106
1,45245,Mullen-Hall,02540,30,35,31,31,32,40,47,42,48,0,0,0,0,336
19,30700,Cyrus Peirce,02554,0,0,0,0,0,0,0,0,0,96,45,43,230,414
19,30700,Nantucket Elementary,02554,54,67,68,82,75,68,0,0,0,0,0,0,0,414
19,30700,Nantucket High,02554,0,0,0,0,0,0,31,52,53,94,88,86,86,490
19,30700,Nantucket Intermediate School,02554,67,53,60,69,60,54,0,0,0,0,0,0,0,363
17,30700,NANTUCKET LIGHTHOUSE SCHOOL,02554,0,0,0,0,0,0,0,38,60,31,32,26,41,228
1,45245,North Falmouth Elementary,02556,0,2,3,5,8,10,11,7,9,8,14,20,14,111
7,54030,Martha's Vineyard Regional High,02557,0,0,0,0,0,13,42,74,69,120,135,133,123,709
7,70360,Oak Bluffs Elementary,02557,24,22,19,24,9,25,26,9,14,0,0,0,0,172
27,28950,CHRISTOPHER DONOVAN DAY SCHOOL  INC,02558,14,13,16,12,16,20,13,17,10,0,0,0,0,131
3,53960,BRIDGEVIEW MONTESSORI SCHOOL,02561,85,91,87,92,87,80,0,0,0,0,0,0,0,522
7,5490,Tisbury Elementary,02568,17,16,13,13,7,11,0,0,0,0,0,0,0,77
27,5490,VINEYARD MONTESSORI,02568,55,70,48,63,50,59,0,0,0,0,0,0,0,345
23,28950,John William Decas,02571,52,54,61,53,72,55,57,0,0,0,0,0,0,404
23,28950,Minot Forest,02571,53,48,57,50,51,47,0,0,0,0,0,0,0,306
23,28950,Wareham Cooperative Alternative School,02571,52,59,60,56,57,64,0,0,0,0,0,0,0,348
23,28950,Wareham Middle,02571,69,75,66,45,66,83,0,0,0,0,0,0,0,404
23,28950,Wareham Senior High,02571,79,87,77,85,75,0,0,0,0,0,0,0,0,403
7,,Martha's Vineyard Charter School,02575,0,0,0,0,0,0,0,29,52,145,126,110,126,588
7,14395,West Tisbury Elementary,02575,0,0,0,0,0,0,2,4,1,2,6,5,6,26
17,30700,NANTUCKET NEW SCHOOL,02584,110,112,131,128,124,0,0,0,0,0,0,0,0,605
1,16180,Barnstable Community Innovation School,02601,51,57,63,58,87,82,74,42,38,0,0,0,0,552
1,16180,Barnstable High,02601,0,0,0,0,0,0,200,205,192,0,0,0,0,597
1,16180,Barnstable Intermediate School,02601,52,61,65,68,62,63,77,64,71,0,0,0,0,583
1,16180,Enoch Cobb Early Learning Center,02601,0,0,0,0,0,387,385,359,358,0,0,0,0,1489
1,16180,Hyannis West Elementary,02601,63,61,63,61,62,66,70,73,63,0,0,0,0,582
3,16180,ST. JOHN PAUL II HIGH SCHOOL & ST. FRANCIS XAVIER PREPARATORY SCHOOL,02601,60,63,59,75,61,58,73,0,0,0,0,0,0,449
1,,Sturgis Charter Public School,02601,37,0,0,0,0,0,0,0,0,0,0,0,0,37
3,16180,TRINITY CHRISTIAN ACADEMY,02630,40,28,36,26,38,21,31,0,0,0,0,0,0,220
1,67595,Eddy Elementary,02631,0,0,0,0,0,0,283,271,243,0,0,0,0,797
1,67595,Stony Brook Elementary,02631,60,72,81,86,86,106,104,83,71,0,0,0,0,749
1,11525,Chatham Elementary School,02633,0,0,0,0,0,0,0,0,0,196,179,175,183,733
1,11525,Monomoy Regional Middle School,02633,0,0,0,0,0,0,259,261,263,0,0,0,0,783
1,34550,Eastham Elementary,02642,0,0,0,0,0,0,0,266,256,0,0,0,0,522
1,170,Forestdale School,02644,11,15,10,14,16,16,33,40,44,0,0,0,0,199
1,,Cape Cod Lighthouse Charter School,02645,112,114,117,124,125,127,0,0,0,0,0,0,0,719
1,16425,Cape Cod Region Vocational Technical,02645,0,0,0,0,0,192,195,181,227,0,0,0,0,795
1,11525,Harwich Elementary School,02645,0,0,0,0,0,261,260,270,0,0,0,0,0,791
1,11525,Monomoy Regional High School,02645,0,0,0,0,0,0,0,0,0,181,200,188,212,781
1,16180,Barnstable United Elementary School,02648,0,0,0,0,0,0,0,0,0,191,135,145,127,598
1,16180,West Villages Elementary School,02648,0,0,0,0,0,0,207,198,193,0,0,0,0,598
1,64145,Kenneth Coombs School,02649,0,0,0,0,0,0,0,0,0,216,182,211,185,794
1,64145,Mashpee High,02649,60,63,64,66,66,67,64,60,60,61,60,54,48,793
1,64145,Mashpee Middle School,02649,116,126,114,148,122,116,0,0,0,0,0,0,0,742
1,64145,Quashnet School,02649,0,0,0,0,0,0,0,383,410,0,0,0,0,793
1,31085,Nauset Regional High,02651,0,0,0,254,268,258,0,0,0,0,0,0,0,780
3,67595,LATHAM SCHOOL,02653,0,0,0,0,0,0,0,0,0,85,97,86,105,373
1,31085,Nauset Regional Middle,02653,100,84,82,90,78,86,87,85,50,0,0,0,0,742
1,72600,Orleans Elementary,02653,0,0,0,0,0,0,0,0,0,313,307,302,302,1224
3,16180,CAPE COD ACADEMY,02655,0,0,0,0,0,0,0,0,0,49,92,131,102,374
1,25172,Provincetown Schools,02657,0,0,0,0,0,0,0,0,0,130,133,131,130,524
1,1465,N H Wixon Innovation School,02660,0,0,0,0,0,176,190,157,0,0,0,0,0,523
1,1465,Dennis-Yarmouth Regional High,02664,96,85,80,102,98,0,0,0,0,0,0,0,0,461
9,1465,SAINT PIUS X SCHOOL,02664,39,42,36,36,39,29,0,0,0,0,0,0,0,221
1,1465,Station Avenue Elementary,02664,61,74,80,84,74,68,0,0,0,0,0,0,0,441
1,9105,Truro Central,02666,24,0,0,0,0,0,0,0,0,0,0,0,0,24
1,40255,Wellfleet Elementary,02667,0,0,0,0,0,0,63,62,53,81,82,83,71,495
1,16180,West Barnstable Elementary,02668,0,0,0,0,0,0,0,0,0,374,365,367,379,1485
1,1465,Ezra H Baker Innovation School,02670,11,5,9,7,8,8,6,0,0,0,0,0,0,54
1,1465,Marguerite E Small Elementary,02673,11,3,2,0,3,2,0,0,0,0,0,0,0,21
1,1465,Mattacheese Middle School,02673,0,0,0,0,0,119,126,150,128,0,0,0,0,523
5,975,A. Irvin Studley Elementary School,02703,38,39,48,43,40,0,0,0,0,0,0,0,0,208
3,975,AMEGO SCHOOL,02703,78,74,75,75,80,88,0,0,0,0,0,0,0,470
5,975,Attleboro Community Academy,02703,111,43,34,26,36,28,22,13,23,0,0,0,0,336
5,975,Attleboro High,02703,27,31,31,40,23,39,30,37,31,23,24,0,29,365
3,975,BISHOP FEEHAN HIGH SCHOOL,02703,0,0,0,0,0,0,162,176,156,0,0,0,0,494
5,975,Cyril K. Brennan Middle School,02703,0,0,0,0,0,0,0,143,169,313,324,281,254,1484
3,975,DAYSPRING CHRISTIAN,02703,86,93,92,91,85,0,0,0,0,0,0,0,0,447
5,975,Early Learning Center,02703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,975,GRACE BAPTIST CHRISTIAN ACADEMY,02703,75,67,58,72,77,80,64,0,0,0,0,0,0,493
5,975,Hill-Roberts Elementary School,02703,34,38,36,34,35,29,0,0,0,0,0,0,0,206
5,975,Hyman Fine Elementary School,02703,0,0,0,0,0,0,73,80,54,0,0,0,0,207
5,975,Peter Thacher Elementary School,02703,74,73,0,0,0,0,0,0,0,0,0,0,0,147
5,975,Robert J. Coelho Middle School,02703,55,62,68,62,62,63,0,0,0,0,0,0,0,372
5,975,Thomas Willett Elementary School,02703,48,40,36,38,45,0,0,0,0,0,0,0,0,207
5,975,Wamsutta Middle School,02703,0,0,0,0,0,30,62,59,59,69,64,63,65,471
23,54415,MILL POND SCHOOL,02710,81,95,89,86,93,116,110,115,58,0,0,0,0,843
27,52420,Mill Pond School,02710,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,73335,Bristol County Agricultural High,02715,38,26,31,28,18,27,15,14,3,0,0,0,0,200
5,5595,Dighton Elementary,02715,79,92,103,0,0,0,0,0,0,0,0,0,0,274
5,5595,Dighton Middle School,02715,39,48,41,47,40,58,0,0,0,0,0,0,0,273
5,59245,Freetown Elementary School,02717,33,37,45,39,38,38,33,0,0,0,0,0,0,263
5,2480,East Taunton Elementary,02718,0,0,0,0,0,0,75,77,91,0,0,0,0,243
5,2480,Joseph H Martin,02718,56,41,40,58,46,0,0,0,0,0,0,0,0,241
5,43580,East Fairhaven,02719,53,37,50,51,53,0,0,0,0,0,0,0,0,244
5,43580,Fairhaven High,02719,59,41,40,44,47,38,0,0,0,0,0,0,0,269
5,43580,Hastings Middle,02719,42,40,36,45,42,64,0,0,0,0,0,0,0,269
5,43580,Leroy Wood,02719,0,0,0,0,0,0,76,90,103,0,0,0,0,269
9,45175,ANTIOCH,02720,28,32,26,19,27,26,31,22,27,0,0,0,0,238
5,45175,B M C Durfee High,02720,48,43,47,46,42,0,0,0,0,0,0,0,0,226
9,45175,BISHOP CONNOLLY HIGH,02720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,45175,HOLY NAME,02720,0,0,0,0,125,110,0,0,0,0,0,0,0,235
5,45175,James Tansey,02720,55,41,39,40,42,48,0,0,0,0,0,0,0,265
5,45175,Mary Fonseca Elementary School,02720,45,47,43,35,50,48,0,0,0,0,0,0,0,268
5,45175,Morton Middle,02720,0,0,0,0,0,0,81,98,85,0,0,0,0,264
5,45175,North End Elementary,02720,40,40,33,52,62,42,0,0,0,0,0,0,0,269
5,45175,Resiliency Preparatory Academy,02720,39,39,47,39,34,44,0,0,0,0,0,0,0,242
5,45175,Spencer Borden,02720,37,50,37,46,50,45,0,0,0,0,0,0,0,265
9,45175,ST MICHAEL,02720,55,56,57,59,60,60,62,48,54,0,0,0,0,511
5,45175,Stone PK-12 School,02720,53,35,42,33,51,50,0,0,0,0,0,0,0,264
5,,Atlantis Charter School,02721,0,0,0,0,0,0,0,0,0,125,127,121,110,483
5,45175,Henry Lord Community School,02721,0,0,0,0,0,0,90,90,87,0,0,0,0,267
9,45175,HOLY TRINITY SCHOOL,02721,72,72,84,81,0,0,0,0,0,0,0,0,0,309
5,45175,John J Doran,02721,34,38,41,31,46,48,0,0,0,0,0,0,0,238
5,45175,Letourneau Elementary School,02721,0,0,0,0,135,133,0,0,0,0,0,0,0,268
5,45175,William S Greene,02721,91,89,86,0,0,0,0,0,0,0,0,0,0,266
9,45175,FALL RIVER DEACONESS HOME SCHOOL,02722,32,22,7,6,17,6,14,8,5,0,0,0,0,117
5,14885,Diman Regional Vocational Technical High,02723,0,0,0,0,43,57,60,53,48,0,0,0,0,261
9,45175,ESPIRITO SANTO,02723,41,40,42,39,43,0,0,0,0,0,0,0,0,205
27,61800,MONTESSORI SCH OF ANGELS,02723,53,58,65,61,72,72,0,0,0,0,0,0,0,381
5,45175,Samuel Watson,02723,0,0,0,0,0,0,82,101,82,0,0,0,0,265
5,45175,Talbot Innovation School,02723,42,30,37,38,31,27,19,0,0,0,0,0,0,224
5,,Argosy Collegiate Charter School,02724,0,0,0,112,124,134,113,0,0,0,0,0,0,483
5,45175,Carlton M. Viveiros Elementary School,02724,31,39,55,45,51,48,0,0,0,0,0,0,0,269
9,45175,EAST GATE CHRISTIAN ACADEMY,02724,19,9,17,9,19,13,13,14,15,0,0,0,0,128
5,45175,Matthew J Kuss Middle,02724,36,43,32,41,41,34,0,0,0,0,0,0,0,227
5,33920,Chace Street,02726,32,44,46,57,32,36,0,0,0,0,0,0,0,247
5,33920,North Elementary,02726,0,0,0,0,0,0,97,70,80,0,0,0,0,247
5,33920,Somerset Berkley Regional High School,02726,0,0,0,0,146,100,0,0,0,0,0,0,0,246
5,33920,Somerset Middle School,02726,40,38,40,44,44,40,0,0,0,0,0,0,0,246
23,46330,Sippican,02738,0,0,0,0,0,0,102,100,80,0,0,0,0,282
15,46330,TABOR ACADEMY,02738,13,10,16,10,12,13,11,7,6,0,0,0,0,98
23,62745,Old Hammondtown,02739,0,0,0,0,0,0,225,233,181,0,0,0,0,639
23,71025,Old Rochester Regional High,02739,0,0,0,0,0,0,0,107,107,105,103,103,106,631
23,71025,Old Rochester Regional Jr High,02739,2,1,0,0,1,1,2,1,0,0,0,0,0,8
5,35425,Alfred J Gomes,02740,43,42,42,41,35,28,0,0,0,0,0,0,0,231
5,35425,Betsey B Winslow,02740,39,40,44,38,51,44,0,0,0,0,0,0,0,256
