COUNTYA,TRACTA,BLKGRPA,CODE,SDELMA,SDSECA,SDELMA_2,SDSECA_2,TOTPOP,WHITE,BLACK,AMIN,ASIAN,NHPI,OTHER,2MORE,OTHER_2MORE,3MORE,<.50,.50-.99,1.00-1.24,1.25-1.49,1.50-1.84,1.85-1.99,>2.00,TOT_INCOME_POP,TOTHOUSE,INCOME,TOT K-5,TOT 6-8,TOT ELEM,TOT SEC,ENROLL_K-5,ENROLL_6-8,ENROLL_K-8,ENROLL_9-12,TOT_ENROLL,NUM_SCHOOLS,NUM_K-5_,NUM_6-8_SCHOOL,NUM_K-8_SCHOOL,NUM_9-12_SCHOOLS
13,801700,1,138017001,11130,11130,171,171,1104,314,595,0,14,0,137,44,31,13,126,126,42,52,56,16,615,1033,460,21714800,59.49824599,44.47993531,103.9781813,70.625,0,0,0,0,0,0,0,0,0,0
13,801700,2,138017002,11130,11130,171,171,2371,2108,221,0,14,0,14,14,0,14,49,30,0,0,0,0,161,240,74,9737400,10.25831827,6.437885373,16.69620365,484.375,0,0,0,0,0,0,0,0,0,0
13,801700,3,138017003,11130,11130,171,171,1156,97,530,0,0,0,413,116,24,92,114,353,41,191,53,0,392,1144,349,11637500,98.47985543,51.50308299,149.9829384,55.625,0,0,0,0,0,0,0,0,0,0
13,801700,4,138017004,11130,11130,171,171,1534,328,758,0,0,0,179,269,241,28,356,169,162,0,118,25,361,1191,331,15351400,85.14404167,63.79359143,148.9376331,204.375,0,0,0,0,0,0,0,0,0,0
13,801700,5,138017005,11130,11130,171,171,1299,155,677,0,0,0,467,0,0,0,274,308,28,13,323,41,312,1299,485,18406400,129.2548102,81.93672294,211.1915332,86.25,407,0,407,0,407,1,1,0,1,0
13,801700,6,138017006,11130,11130,171,171,843,63,625,0,0,0,132,23,23,0,45,26,34,47,167,78,437,834,287,14188500,92.32486446,73.15778834,165.4826528,70,0,0,0,0,0,0,0,0,0,0
13,801800,1,138018001,11130,11130,171,171,547,97,230,0,0,0,211,9,0,9,284,107,0,0,0,28,128,547,185,12985300,65.65323695,33.94521379,99.59845074,40.625,261,0,261,0,261,1,1,0,1,0
13,801800,2,138018002,11130,11130,171,171,1166,276,552,0,0,0,274,64,0,64,248,182,0,32,117,72,515,1166,301,16886800,124.1256511,79.59567371,203.7213248,75,0,0,0,0,0,0,0,0,0,0
13,801800,3,138018003,11130,11130,171,171,1082,328,588,0,0,0,166,0,0,0,22,329,76,58,100,0,327,912,262,12621700,70.78239609,39.21257455,109.9949706,50,279,0,279,0,279,1,1,0,1,0
13,801800,4,138018004,11130,11130,171,171,885,68,454,131,0,0,158,74,0,74,108,107,93,47,55,25,431,866,279,9461800,58.47241416,35.70100071,94.17341487,48.125,0,0,0,0,0,0,0,0,0,0
13,801800,5,138018005,11130,11130,171,171,995,153,498,0,0,0,240,104,81,23,0,163,71,0,662,39,60,995,245,8646700,63.6015733,43.894673,107.4962463,65,0,47,47,0,47,1,0,1,1,0
13,801901,1,138019011,11130,11130,171,171,1164,467,317,8,0,0,372,0,0,0,433,202,70,13,76,120,250,1164,480,12681600,99.50568725,73.15778834,172.6634756,63.75,0,0,0,0,0,0,0,0,0,0
13,801901,2,138019012,11130,11130,171,171,2527,892,575,0,22,0,957,81,0,81,225,753,103,195,533,30,601,2440,879,28276800,247.2254704,133.4398059,380.6652763,176.875,0,0,0,0,0,0,0,0,0,0
13,801902,1,138019021,11130,11130,171,171,1737,754,364,0,0,0,512,107,107,0,176,800,10,164,200,0,387,1737,831,23267400,132.3323057,53.25886991,185.5911756,53.125,0,158,158,1267,1425,2,0,1,1,2
13,801902,2,138019022,11130,11130,171,171,994,453,233,0,0,0,308,0,0,0,381,62,25,12,33,0,439,952,385,16686100,115.9189965,43.30941069,159.2284072,79.375,441,0,441,0,441,1,1,0,1,0
13,801902,3,138019023,11130,11130,171,171,476,119,127,0,0,0,202,28,28,0,176,172,0,54,0,0,74,476,227,3983900,59.49824599,28.67785303,88.17609901,76.25,0,0,0,0,0,0,0,0,0,0
13,802000,1,138020001,11130,11130,171,171,2325,826,314,7,35,0,950,193,0,193,757,654,76,107,170,185,376,2325,866,22027200,223.6313384,110.614576,334.2459143,91.25,0,730,730,0,730,2,0,2,2,0
13,802000,2,138020002,11130,11130,171,171,626,201,107,0,16,0,302,0,0,0,194,257,0,17,28,35,95,626,316,4804100,73.85989157,39.21257455,113.0724661,35.625,0,0,0,0,0,0,0,0,0,0
13,802100,1,138021001,11130,11130,171,171,1767,406,520,0,0,0,812,29,29,0,392,410,138,160,13,222,432,1767,565,17613700,138.4872967,82.52198524,221.0092819,96.25,0,0,0,0,0,0,0,0,0,0
13,802100,2,138021002,11130,11130,171,171,611,450,0,0,161,0,0,0,0,0,0,173,0,13,0,8,417,611,263,24072100,35.90411396,23.41049227,59.31460622,34.375,453,0,453,0,453,1,1,0,1,0
13,802100,3,138021003,11130,11130,171,171,658,651,0,0,0,0,7,0,0,0,0,0,12,0,11,0,635,658,318,29696800,33.8524503,23.99575457,57.84820488,25,0,0,0,0,0,0,0,0,0,0
13,802100,4,138021004,11130,11130,171,171,1230,454,179,0,32,0,433,132,0,132,307,124,40,71,28,0,660,1230,561,23290900,78.98905071,49.16203376,128.1510845,50,0,711,711,0,711,1,0,1,1,0
13,802100,5,138021005,11130,11130,171,171,745,535,178,0,0,0,32,0,0,0,189,106,24,52,20,18,314,723,366,18188500,28.72329117,16.97260689,45.69589806,27.5,0,0,0,0,0,0,0,0,0,0
13,802100,6,138021006,11130,11130,171,171,1247,812,145,0,0,0,138,152,0,152,88,627,0,0,91,0,441,1247,348,20928400,116.9448283,56.77044375,173.7152721,68.125,0,0,0,0,0,0,0,0,0,0
13,802200,1,138022001,11130,11130,171,171,676,270,201,0,71,0,134,0,0,0,39,187,153,12,70,13,202,676,226,8529200,97.4540236,49.16203376,146.6160574,63.75,0,0,0,0,0,0,0,0,0,0
13,802200,2,138022002,11130,11130,171,171,905,287,151,65,0,0,355,47,8,39,273,97,28,0,92,0,415,905,332,15168100,132.3323057,66.13464066,198.4669464,68.75,0,0,0,0,0,0,0,0,0,0
13,802200,3,138022003,11130,11130,171,171,1086,362,258,0,225,0,241,0,0,0,215,193,0,51,53,25,542,1079,430,18749500,73.85989157,72.57252603,146.4324176,79.375,0,0,0,0,0,0,0,0,0,0
13,802300,1,138023001,11130,11130,171,171,373,128,16,0,0,0,118,111,16,95,0,63,87,59,28,0,136,373,149,5644800,54.36908685,33.94521379,88.31430064,41.25,0,0,0,0,0,0,0,0,0,0
13,802300,2,138023002,11130,11130,171,171,1995,749,518,36,340,0,335,17,0,17,86,184,217,69,348,0,1091,1995,622,38648900,147.7197831,119.9787729,267.698556,106.25,0,0,0,0,0,0,0,0,0,0
13,802300,3,138023003,11130,11130,171,171,1721,725,290,0,104,0,583,19,0,19,101,377,239,163,183,0,658,1721,590,21246000,254.4062932,152.1681997,406.5744929,153.75,246,0,246,0,246,1,1,0,1,0
13,802300,4,138023004,11130,11130,171,171,630,153,30,0,77,0,151,219,0,219,179,232,73,102,0,0,44,630,273,4646000,85.14404167,41.55362377,126.6976654,47.5,444,0,444,0,444,1,1,0,1,0
13,802300,5,138023005,11130,11130,171,171,903,213,358,0,61,0,256,15,0,15,222,199,38,0,0,149,295,903,303,12339000,89.24736898,43.894673,133.142042,72.5,0,0,0,0,0,0,0,0,0,0
13,802400,1,138024001,11130,11130,171,171,630,619,11,0,0,0,0,0,0,0,12,0,0,0,22,0,596,630,287,25672800,31.80078665,18.14313151,49.94391816,27.5,0,0,0,0,0,0,0,0,0,0
13,802400,2,138024002,11130,11130,171,171,800,759,22,0,0,0,0,19,0,19,0,10,21,31,158,22,558,800,357,20632700,34.87828213,21.06944304,55.94772517,25.625,0,0,0,0,0,0,0,0,0,0
13,802400,3,138024003,11130,11130,171,171,1273,1087,94,0,0,0,27,65,37,28,0,52,8,63,69,48,1020,1260,540,35017600,76.93738705,35.1157384,112.0531255,49.375,0,0,0,0,0,0,0,0,0,0
13,802400,4,138024004,11130,11130,171,171,801,545,204,0,52,0,0,0,0,0,11,59,47,21,36,70,532,776,345,21485600,37.95577761,17.5578692,55.51364681,20.625,293,0,293,0,293,1,1,0,1,0
13,802500,1,138025001,11130,11130,171,171,1128,900,150,0,46,0,32,0,0,0,41,117,34,37,59,56,784,1128,410,30439500,43.08493675,21.65470535,64.7396421,27.5,0,0,0,0,0,0,0,0,0,0
13,802500,2,138025002,11130,11130,171,171,1083,821,167,0,0,0,36,59,0,59,107,0,13,0,38,0,871,1029,467,29258900,55.39491868,29.84837764,85.24329632,45.625,0,0,0,0,0,0,0,0,0,0
13,802500,3,138025003,11130,11130,171,171,753,730,0,0,0,0,23,0,0,0,23,50,42,0,64,0,574,753,373,24011600,57.44658233,38.04204993,95.48863227,44.375,0,0,0,0,0,0,0,0,0,0
13,802500,4,138025004,11130,11130,171,171,1307,1109,198,0,0,0,0,0,0,0,0,14,0,47,215,22,1009,1307,526,37715900,67.70490061,31.01890225,98.72380286,29.375,590,0,590,0,590,1,1,0,1,0
13,802500,5,138025005,11130,11130,171,171,1161,868,0,0,276,0,0,17,17,0,9,0,276,0,71,9,783,1148,494,31525400,65.65323695,52.08834529,117.7415822,48.75,0,0,0,0,0,0,0,0,0,0
13,802500,6,138025006,11130,11130,171,171,1133,1058,0,0,15,0,0,60,0,60,63,13,46,0,19,27,965,1133,512,35488500,90.27320081,61.4525422,151.725743,56.875,0,0,0,0,0,0,0,0,0,0
13,802601,1,138026011,11130,11130,171,171,759,556,10,0,74,0,96,23,0,23,10,13,0,65,86,23,562,759,317,28467900,35.90411396,26.92206611,62.82618007,19.375,720,0,720,0,720,2,2,0,2,0
13,802601,2,138026012,11130,11130,171,171,1268,504,258,12,35,0,459,0,0,0,114,86,150,19,56,0,843,1268,416,24547800,125.1514829,72.57252603,197.724009,77.5,0,0,0,0,0,0,0,0,0,0
13,802601,3,138026013,11130,11130,171,171,1057,387,315,0,0,0,328,27,0,27,30,87,214,74,12,0,640,1057,353,20423000,103.6090146,70.2314768,173.8404914,87.5,0,0,0,0,0,0,0,0,0,0
13,802601,4,138026014,11130,11130,171,171,1266,478,363,0,0,0,343,82,0,82,201,336,26,30,139,29,505,1266,411,13679700,99.50568725,63.79359143,163.2992787,80,0,0,0,0,0,0,0,0,0,0
13,802601,5,138026015,11130,11130,171,171,1414,434,153,55,190,0,555,27,0,27,105,159,164,99,37,46,804,1414,496,21695600,78.98905071,55.01465683,134.0037075,59.375,0,0,0,0,0,0,0,0,0,0
13,802601,6,138026016,11130,11130,171,171,1254,1075,89,0,40,0,50,0,0,0,10,80,0,177,67,0,920,1254,464,28847500,86.1698735,57.35570605,143.5255796,50.625,608,0,608,0,608,2,2,0,2,0
13,802602,1,138026021,11130,11130,171,171,2003,1682,225,0,96,0,0,0,0,0,13,53,48,0,170,105,1614,2003,944,68418800,82.06654619,39.79783685,121.864383,58.75,0,0,0,0,0,0,0,0,0,0
13,810100,1,138101001,9300,9300,146,146,2007,1984,0,0,0,0,0,23,0,23,50,13,144,71,234,0,1495,2007,752,68583000,159.0039332,111.1998383,270.2037715,126.25,0,0,0,0,0,0,0,0,0,0
13,810100,2,138101002,9300,9300,146,146,1278,1259,0,0,0,0,0,19,0,19,15,135,0,51,237,103,737,1278,552,31001100,52.3174232,35.70100071,88.0184239,48.125,0,0,0,0,0,0,0,0,0,0
13,810100,3,138101003,9300,9300,146,146,1654,1654,0,0,0,0,0,0,0,0,0,200,73,79,97,31,1099,1579,834,48212900,106.68651,64.37885373,171.0653638,58.75,0,0,0,0,0,0,0,0,0,0
13,810100,4,138101004,9300,9300,146,146,978,957,21,0,0,0,0,0,0,0,30,134,0,16,16,15,767,978,441,25493500,59.49824599,21.65470535,81.15295133,41.25,0,0,0,0,0,0,0,0,0,0
13,810200,1,138102001,9300,9300,146,146,528,528,0,0,0,0,0,0,0,0,0,16,29,0,0,13,470,528,286,22156600,57.44658233,32.18942687,89.6360092,51.25,0,0,0,0,0,0,0,0,0,0
13,810200,2,138102002,9300,9300,146,146,1043,975,0,0,60,0,0,8,0,8,9,16,12,12,48,105,841,1043,459,31505100,50.26575954,36.28626301,86.55202256,50.625,0,0,0,0,0,0,0,0,0,0
13,810200,3,138102003,9300,9300,146,146,1077,975,0,0,0,0,0,102,0,102,47,40,29,129,0,0,832,1077,413,25160200,37.95577761,15.21681997,53.17259759,31.875,0,0,0,0,0,0,0,0,0,0
13,810300,1,138103001,9300,9300,146,146,1507,1488,0,0,19,0,0,0,0,0,115,227,52,110,33,132,838,1507,613,29130400,85.14404167,50.33255837,135.4766,54.375,0,0,0,626,626,1,0,0,0,1
13,810300,2,138103002,9300,9300,146,146,2124,1972,37,0,0,0,0,115,0,115,112,263,149,73,42,138,1319,2096,839,59566700,104.6348464,62.62306681,167.2579132,74.375,0,0,0,0,0,0,0,0,0,0
13,810403,1,138104031,7050,7050,102,102,1422,1173,77,12,0,0,23,137,0,137,20,23,172,65,41,10,1091,1422,622,40743900,76.93738705,42.72414839,119.6615354,45.625,0,0,0,0,0,0,0,0,0,0
13,810403,2,138104032,7050,7050,102,102,1602,1558,0,0,0,0,13,31,0,31,164,94,55,76,112,26,1075,1602,776,40190500,105.6606782,62.62306681,168.283745,56.25,308,0,308,0,308,1,1,0,1,0
13,810403,3,138104033,7050,7050,102,102,776,765,0,0,0,0,11,0,0,0,99,45,28,12,0,35,498,717,309,16946000,58.47241416,26.3368038,84.80921796,38.75,0,0,0,0,0,0,0,0,0,0
13,810404,1,138104041,7050,7050,102,102,1303,1247,0,0,0,0,0,56,0,56,0,12,0,69,0,0,1222,1303,442,36578300,67.70490061,44.47993531,112.1848359,41.875,0,0,0,0,0,0,0,0,0,0
13,810404,2,138104042,7050,7050,102,102,2743,2672,0,0,0,0,71,0,0,0,56,59,158,49,103,95,2223,2743,1019,70991500,127.2031466,71.40200142,198.605148,113.125,0,0,0,0,0,0,0,0,0,0
13,810412,1,138104121,7050,7050,102,102,2421,2421,0,0,0,0,0,0,0,0,31,60,43,44,172,137,1934,2421,1127,77198100,109.7640055,74.32831295,184.0923185,90,0,0,0,0,0,0,0,0,0,0
13,810412,2,138104122,7050,7050,102,102,1718,1684,0,0,15,0,0,19,0,19,70,17,30,28,84,0,1489,1718,688,50328800,118.996492,74.32831295,193.3248049,76.875,0,0,0,0,0,0,0,0,0,0
13,810412,3,138104123,7050,7050,102,102,1652,1639,0,0,0,0,13,0,0,0,8,94,26,31,89,0,1404,1652,634,36497700,84.11820984,59.11149297,143.2297028,60.625,326,0,326,0,326,1,1,0,1,0
13,810414,1,138104141,7050,7050,102,102,2987,2291,415,12,0,0,227,42,25,17,56,0,0,14,223,0,1101,1394,426,42366500,64.62740512,51.50308299,116.1304881,113.125,0,0,0,0,0,0,0,0,0,0
13,810414,2,138104142,7050,7050,102,102,1687,1663,0,0,0,0,0,24,0,24,31,109,18,32,12,27,1438,1667,588,58472500,97.4540236,72.57252603,170.0265496,56.875,336,0,336,866,1202,2,1,0,1,1
13,810414,3,138104143,7050,7050,102,102,2845,2752,0,0,0,0,0,93,0,93,15,0,0,81,57,120,2572,2845,1122,95381200,229.7863293,177.3344789,407.1208083,149.375,0,0,0,0,0,0,0,0,0,0
13,810601,1,138106011,3660,3660,42,42,815,745,0,0,70,0,0,0,0,0,0,0,44,51,60,0,660,815,354,21338800,44.11076858,27.50732841,71.61809699,20,0,0,0,0,0,0,0,0,0,0
13,810601,2,138106012,3660,3660,42,42,2240,1868,123,10,0,0,187,52,41,11,239,101,94,102,81,27,1596,2240,1190,56123000,109.7640055,43.30941069,153.0734162,71.875,420,0,420,0,420,1,1,0,1,0
13,810601,3,138106013,3660,3660,42,42,961,881,35,8,12,0,25,0,0,0,33,91,50,0,10,0,777,961,417,26044400,54.36908685,42.13888608,96.50797293,49.375,254,0,254,0,254,1,1,0,1,0
13,810602,1,138106021,3660,3660,42,42,2538,2382,0,0,23,0,100,33,0,33,54,29,36,0,91,29,2299,2538,1014,83936900,103.6090146,69.06095219,172.6699668,119.375,380,0,380,0,380,1,1,0,1,0
13,810700,1,138107001,3660,3660,42,42,1617,1593,0,0,0,0,24,0,0,0,5,41,15,15,177,0,1364,1617,655,39829800,66.67906878,47.99150915,114.6705779,58.125,0,0,0,0,0,0,0,0,0,0
13,810700,2,138107002,3660,3660,42,42,923,690,206,13,0,0,0,14,0,14,0,27,9,187,14,0,672,909,396,22080500,23.59413203,34.53047609,58.12460812,27.5,0,0,0,0,0,0,0,0,0,0
13,810700,3,138107003,3660,3660,42,42,1469,1251,69,21,0,0,51,77,0,77,63,0,351,110,0,66,879,1469,568,31708800,94.37652812,60.86727989,155.243808,65.625,0,0,0,0,0,0,0,0,0,0
13,810700,4,138107004,3660,3660,42,42,1033,893,0,0,0,0,140,0,0,0,0,15,0,14,0,0,1004,1033,398,26806500,47.18826406,25.16627919,72.35454325,42.5,0,0,0,0,0,0,0,0,0,0
13,810700,5,138107005,3660,3660,42,42,1183,1038,21,0,0,0,124,0,0,0,19,328,29,67,35,20,685,1183,589,28421000,78.98905071,43.894673,122.8837237,57.5,0,0,0,0,0,0,0,0,0,0
13,810800,1,138108001,3660,3660,42,42,1385,1318,0,0,27,0,28,12,0,12,74,50,113,69,50,134,881,1371,766,37082300,87.19570533,43.894673,131.0903783,54.375,0,0,0,0,0,0,0,0,0,0
13,810800,2,138108002,3660,3660,42,42,1411,1052,8,0,39,0,312,0,0,0,39,200,309,47,116,66,634,1411,535,23427200,115.9189965,62.62306681,178.5420633,60,0,0,0,987,987,1,0,0,0,1
13,810800,3,138108003,3660,3660,42,42,879,719,12,0,0,0,148,0,0,0,42,172,67,21,43,0,534,879,395,18119800,65.65323695,33.94521379,99.59845074,41.875,0,797,797,0,797,1,0,1,1,0
13,810901,1,138109011,3660,3660,42,42,1915,1372,359,0,45,0,123,16,0,16,345,345,35,252,166,0,772,1915,885,30207200,133.3581376,65.54937835,198.9075159,76.25,0,0,0,556,556,2,0,0,0,2
13,810902,1,138109021,3660,3660,42,42,1655,1577,15,0,13,0,34,16,0,16,22,43,40,12,200,35,825,1177,491,27786300,48.21409589,33.94521379,82.15930967,111.25,0,0,0,0,0,0,0,0,0,0
13,810902,2,138109022,3660,3660,42,42,732,732,0,0,0,0,0,0,0,0,29,72,116,0,0,18,497,732,274,17349600,33.8524503,35.1157384,68.9681887,37.5,0,0,0,0,0,0,0,0,0,0
13,810902,3,138109023,3660,3660,42,42,1149,1064,21,0,0,0,52,12,0,12,37,106,103,0,99,9,795,1149,542,22486200,62.57574147,31.60416456,94.17990603,60,0,0,0,0,0,0,0,0,0,0
13,810902,4,138109024,3660,3660,42,42,1291,866,68,0,6,0,351,0,0,0,39,551,158,179,86,19,259,1291,423,16066300,116.9448283,69.06095219,186.0057805,62.5,459,0,459,0,459,1,1,0,1,0
13,811000,1,138110001,3660,3660,42,42,815,815,0,0,0,0,0,0,0,0,63,50,31,93,98,0,480,815,360,19515700,42.05910492,34.53047609,76.58958102,36.25,0,0,0,0,0,0,0,0,0,0
13,811000,2,138110002,3660,3660,42,42,1040,1040,0,0,0,0,0,0,0,0,32,307,0,34,0,0,667,1040,373,22495600,35.90411396,25.16627919,61.07039314,31.25,0,0,0,0,0,0,0,0,0,0
13,811000,3,138110003,3660,3660,42,42,831,807,0,0,0,0,24,0,0,0,15,47,15,20,59,16,659,831,403,25447200,47.18826406,19.89891843,67.08718249,43.125,0,0,0,0,0,1,0,0,0,0
13,811000,4,138110004,3660,3660,42,42,1049,1014,15,0,0,0,20,0,0,0,23,27,71,96,15,0,798,1030,530,23624000,48.21409589,41.55362377,89.76771966,32.5,0,0,0,0,0,0,0,0,0,0
13,811000,5,138110005,3660,3660,42,42,907,881,0,0,0,0,6,20,0,20,30,68,0,7,0,0,789,894,364,24749900,38.98160944,19.89891843,58.88052787,31.875,0,0,0,0,0,0,0,0,0,0
13,811101,1,138111011,3660,3660,42,42,1417,700,50,0,14,0,646,7,0,7,333,458,26,22,88,39,451,1417,513,17581700,127.2031466,69.06095219,196.2640988,81.875,0,0,0,0,0,0,0,0,0,0
13,811101,2,138111012,3660,3660,42,42,1474,1288,72,0,0,0,114,0,0,0,61,0,168,109,281,90,765,1474,626,27420400,94.37652812,49.74729607,144.1238242,58.75,0,0,0,0,0,0,0,0,0,0
13,811101,3,138111013,3660,3660,42,42,1324,1254,0,0,36,0,8,26,0,26,36,262,67,49,36,85,644,1179,492,25321500,70.78239609,41.55362377,112.3360199,40,0,0,0,0,0,0,0,0,0,0
13,811101,4,138111014,3660,3660,42,42,549,457,0,0,0,0,92,0,0,0,11,71,0,49,85,0,333,549,237,11538800,53.34325502,26.3368038,79.68005882,36.25,0,0,0,0,0,0,0,0,0,0
13,811102,1,138111021,3660,3660,42,42,1037,884,22,0,9,0,105,17,0,17,26,12,32,0,331,21,615,1037,405,24084800,138.4872967,80.18093602,218.6682327,85,0,0,0,0,0,0,0,0,0,0
13,811102,2,138111022,3660,3660,42,42,2359,1604,76,0,0,0,631,48,0,48,355,632,102,188,160,0,922,2359,989,39852900,200.0372063,97.15354291,297.1907492,97.5,346,0,346,0,346,1,1,0,1,0
13,811102,3,138111023,3660,3660,42,42,1241,1186,0,0,0,0,55,0,0,0,24,22,95,76,112,12,900,1241,472,25800400,93.35069629,57.94096836,151.2916647,51.25,0,0,0,0,0,0,0,0,0,0
13,811102,4,138111024,3660,3660,42,42,1063,817,0,0,145,0,46,55,0,55,42,160,25,29,12,0,784,1052,443,25462000,55.39491868,46.23572223,101.6306409,48.125,0,0,0,0,0,0,0,0,0,0
13,811200,1,138112001,3660,3660,42,42,1277,1207,0,14,0,0,56,0,0,0,31,39,0,56,112,14,1025,1277,658,48818800,58.47241416,40.38309916,98.85551332,69.375,0,0,0,0,0,0,0,0,0,0
13,811200,2,138112002,3660,3660,42,42,1160,1115,14,0,0,0,31,0,0,0,29,56,30,0,81,46,918,1160,506,29378900,64.62740512,38.04204993,102.6694551,52.5,288,0,288,1183,1471,2,1,0,1,1
13,811200,3,138112003,3660,3660,42,42,1052,1025,0,0,27,0,0,0,0,0,15,146,252,14,50,33,542,1052,398,22155500,58.47241416,28.09259072,86.56500488,35.625,0,0,0,0,0,0,0,0,0,0
13,811200,4,138112004,3660,3660,42,42,1303,1046,149,0,37,0,53,18,18,0,81,40,28,205,68,110,771,1303,473,30285600,56.4207505,33.94521379,90.36596429,33.75,0,0,0,0,0,0,0,0,0,0
13,811301,1,138113011,3660,3660,42,42,1130,1018,25,0,87,0,0,0,0,0,72,174,36,13,27,0,808,1130,535,25907900,65.65323695,45.65045992,111.3036969,54.375,244,0,244,0,244,1,1,0,1,0
13,811301,2,138113012,3660,3660,42,42,1127,1022,0,0,0,0,15,90,0,90,0,9,41,0,12,0,987,1049,376,28577100,23.59413203,19.89891843,43.49305046,32.5,437,0,437,0,437,1,1,0,1,0
13,811301,3,138113013,3660,3660,42,42,1963,1771,4,0,88,0,100,0,0,0,80,94,138,80,96,69,1406,1963,1056,52489100,106.68651,62.62306681,169.3095769,72.5,0,0,0,0,0,0,0,0,0,0
13,811301,4,138113014,3660,3660,42,42,1454,1257,0,0,0,0,197,0,0,0,121,13,98,10,200,135,877,1454,485,35215000,60.52407781,45.65045992,106.1745377,44.375,0,854,854,0,854,1,0,1,1,0
13,811302,1,138113021,3660,3660,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,811302,2,138113022,3660,3660,42,42,1119,1106,0,0,0,0,13,0,0,0,29,13,0,40,13,110,914,1119,491,30773400,73.85989157,41.55362377,115.4135153,60.625,0,0,0,0,0,0,0,0,0,0
13,811302,3,138113023,3660,3660,42,42,1513,935,380,0,11,0,29,158,33,125,516,27,0,14,139,0,658,1354,432,25301200,42.05910492,26.3368038,68.39590872,163.75,0,9,9,49,58,1,0,1,1,1
13,811302,4,138113024,3660,3660,42,42,1817,1550,123,0,128,0,16,0,0,0,236,156,15,0,37,0,1373,1817,576,36887500,85.14404167,38.04204993,123.1860916,53.75,0,536,536,512,1048,2,0,2,2,2
13,811302,5,138113025,3660,3660,42,42,1948,1927,21,0,0,0,0,0,0,0,0,14,32,43,438,26,1395,1948,778,51889400,55.39491868,39.79783685,95.19275553,51.875,0,0,0,0,0,0,0,0,0,0
13,811400,1,138114001,6270,6270,87,87,1203,1087,0,0,38,0,59,19,0,19,315,441,56,192,112,0,87,1203,444,9081600,101.5573509,47.99150915,149.5488601,68.125,0,0,0,0,0,0,0,0,0,0
13,811400,2,138114002,6270,6270,87,87,1287,1132,24,0,0,0,93,38,38,0,86,285,138,92,27,179,480,1287,496,20980000,125.1514829,78.4251491,203.576632,89.375,292,88,380,0,380,1,1,1,1,0
13,811500,1,138115001,6270,6270,87,87,1454,1014,76,42,0,0,280,42,26,16,646,459,115,34,115,0,85,1454,421,8024200,150.7972786,81.93672294,232.7340016,86.875,242,0,242,0,242,1,1,0,1,0
13,811500,2,138115002,6270,6270,87,87,631,605,7,0,0,0,19,0,0,0,355,125,92,59,0,0,0,631,213,2733000,113.8673328,62.62306681,176.4903997,75,0,0,0,0,0,0,0,0,0,0
13,811600,1,138116001,6270,6270,87,87,1143,757,105,0,0,0,206,75,0,75,224,516,125,74,151,0,43,1133,392,7078100,120.0223238,48.57677145,168.5990953,66.25,0,0,0,0,0,0,0,0,0,0
13,811600,2,138116002,6270,6270,87,87,836,652,32,0,0,0,102,50,42,8,0,224,300,27,267,10,8,836,275,7361400,93.35069629,56.77044375,150.12114,76.25,0,0,0,0,0,0,0,0,0,0
13,811600,3,138116003,6270,6270,87,87,584,488,54,0,0,0,42,0,0,0,39,157,42,0,109,0,237,584,203,7860900,45.1366004,33.94521379,79.08181419,43.125,242,0,242,0,242,1,1,0,1,0
13,811600,4,138116004,6270,6270,87,87,1129,911,11,0,0,0,182,25,0,25,265,458,35,0,149,9,213,1129,501,9436800,124.1256511,56.18518144,180.3108326,68.75,0,0,0,0,0,0,0,0,0,0
13,811700,1,138117001,6270,6270,87,87,528,438,0,26,0,0,0,64,38,26,66,185,44,0,10,43,180,528,384,11228200,9.232486446,10.53472152,19.76720797,13.125,0,0,0,0,0,0,0,0,0,0
13,811700,2,138117002,6270,6270,87,87,970,835,0,0,0,0,127,8,8,0,479,277,20,0,86,0,108,970,406,6770000,76.93738705,34.53047609,111.4678631,55.625,0,0,0,0,0,0,0,0,0,0
13,811700,3,138117003,6270,6270,87,87,450,323,36,0,0,0,81,10,0,10,139,200,49,0,14,0,48,450,271,4671200,29.74912299,20.48418073,50.23330373,23.125,0,0,0,0,0,0,0,0,0,0
13,811800,1,138118001,6270,6270,87,87,1029,731,75,0,63,0,160,0,0,0,41,221,5,402,0,0,360,1029,368,13405500,66.67906878,36.87152532,103.5505941,46.25,0,0,0,0,0,0,0,0,0,0
13,811800,2,138118002,6270,6270,87,87,738,738,0,0,0,0,0,0,0,0,112,192,0,113,59,0,262,738,268,7632300,68.73073243,47.40624684,116.1369793,44.375,0,0,0,0,0,0,0,0,0,0
13,811800,3,138118003,6270,6270,87,87,1247,996,0,0,19,0,232,0,0,0,55,286,16,0,45,99,746,1247,563,33936700,65.65323695,43.894673,109.54791,56.25,0,0,0,0,0,0,0,0,0,0
13,811800,4,138118004,6270,6270,87,87,531,326,58,123,9,0,15,0,0,0,12,124,0,139,0,0,256,531,221,9262500,34.87828213,21.65470535,56.53298748,40,0,0,0,0,0,0,0,0,0,0
13,811800,5,138118005,6270,6270,87,87,746,641,27,16,0,0,62,0,0,0,8,49,27,110,202,44,306,746,303,18440400,48.21409589,32.18942687,80.40352275,46.25,0,0,0,0,0,0,0,0,0,0
