COUNTYA,TRACTA,BLKGRPA,CODE,SDELMA,SDSECA,TOTPOP,WHITE,BLACK,AMIN,ASIAN,NHPI,OTHER,2MORE,OTHER_2MORE,3MORE,<.50,.50-.99,1.00-1.24,1.25-1.49,1.50-1.84,1.85-1.99,>2.00,TOT_INCOME_POP,TOTHOUSE,INCOME,TOT K-5,TOT 6-8,TOT ELEM,TOT SEC,ENROLL_K-5,ENROLL_6-8,ENROLL_K-8,ENROLL_9-12,TOT_ENROLL,NUM_SCHOOLS,NUM_K-5_,NUM_6-8_SCHOOL,NUM_K-8_SCHOOL,NUM_9-12_SCHOOLS
25,30500,3,25305003,2790,2790,660,660,0,0,0,0,0,0,0,0,22,9,0,36,0,0,593,660,438,38967100,5.129159137,1.75578692,6.884946057,8.125,0,0,0,0,0,0,0,0,0,0
25,40100,1,25401001,2790,2790,855,855,0,0,0,0,0,0,0,0,32,0,38,10,0,10,765,855,481,70825500,13.33581376,12.87577075,26.2115845,8.125,0,0,0,0,0,0,0,0,0,0
25,40100,2,25401002,2790,2790,1455,1416,0,0,13,0,0,26,0,26,12,7,29,10,8,0,1389,1455,709,103146800,29.74912299,12.29050844,42.03963143,8.75,0,0,0,0,0,0,0,0,0,0
25,40200,1,25402001,2790,2790,683,323,288,0,0,0,0,72,72,0,212,209,22,0,0,0,240,683,226,6240700,110.7898374,47.40624684,158.1960842,41.875,0,0,0,0,0,0,0,0,0,0
25,40200,2,25402002,2790,2790,1014,1008,0,0,6,0,0,0,0,0,17,0,7,0,10,8,972,1014,451,51195700,27.69745934,14.63155767,42.32901701,6.875,317,0,317,0,317,1,1,0,1,0
25,40300,1,25403001,2790,2790,955,225,355,0,181,0,181,13,13,0,329,104,74,115,47,52,234,955,366,17940900,86.1698735,39.21257455,125.382448,21.875,0,0,0,804,804,1,0,0,0,1
25,40300,2,25403002,2790,2790,1417,1359,0,0,16,0,0,42,0,42,0,13,42,37,0,15,1310,1417,750,95931400,45.1366004,8.7789346,53.915535,3.75,0,0,0,0,0,0,0,0,0,0
25,40300,3,25403003,2790,2790,654,635,0,0,11,0,0,8,0,8,0,8,0,116,11,0,519,654,309,39055300,24.61996386,5.852623067,30.47258692,3.75,390,126,516,0,516,1,1,1,1,0
25,40300,4,25403004,2790,2790,398,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,398,208,27816000,23.59413203,6.437885373,30.0320174,8.125,0,0,0,0,0,0,0,0,0,0
25,40300,5,25403005,2790,2790,698,627,0,0,0,0,0,71,0,71,0,0,0,0,0,0,698,698,361,63180300,11.2841501,4.682098453,15.96624855,5.625,0,373,373,0,373,1,0,1,1,0
25,40401,1,25404011,2790,2790,1771,1631,71,6,0,0,0,63,28,35,69,47,39,22,124,8,1462,1771,654,56911200,78.98905071,46.82098453,125.8100352,58.125,0,0,0,0,0,0,0,0,0,0
25,40401,2,25404012,2790,2790,695,672,0,0,0,0,0,23,13,10,50,47,0,9,0,0,589,695,445,52327200,24.61996386,8.193672294,32.81363615,6.25,0,0,0,0,0,0,0,0,0,0
25,40600,1,25406001,2790,2790,761,711,0,0,50,0,0,0,0,0,0,6,54,0,0,30,671,761,377,44817000,15.38747741,9.949459214,25.33693662,12.5,0,0,0,0,0,0,0,0,0,0
25,40600,2,25406002,2790,2790,1626,1582,30,0,14,0,0,0,0,0,36,58,47,10,31,0,1380,1562,801,105716100,30.77495482,16.97260689,47.74756171,17.5,0,0,0,0,0,0,0,0,0,0
25,40801,1,25408011,2790,2790,1147,318,557,35,158,0,22,57,23,34,493,445,67,0,0,0,142,1147,458,5766300,118.996492,55.59991913,174.5964111,48.125,0,0,0,0,0,0,0,0,0,0
25,40801,2,25408012,2790,2790,920,349,0,0,571,0,0,0,0,0,137,350,103,22,13,0,295,920,270,7218300,55.39491868,40.38309916,95.77801784,53.75,0,0,0,0,0,0,0,0,0,0
25,40801,3,25408013,2790,2790,1553,1326,25,0,171,0,10,21,2,19,20,75,40,26,19,0,1373,1553,998,135278100,33.8524503,8.7789346,42.6313849,25.625,0,0,0,0,0,0,0,0,0,0
25,50101,1,25501011,2790,2790,1513,812,27,6,157,0,88,423,33,390,128,98,58,146,84,50,949,1513,458,26607700,143.6164558,64.96411604,208.5805719,75.625,0,0,0,1072,1072,1,0,0,0,1
25,50101,2,25501012,2790,2790,1532,846,9,6,180,0,157,334,0,334,242,387,464,172,181,9,77,1532,638,11356000,126.1773148,52.6736076,178.8509224,74.375,0,0,0,0,0,0,0,0,0,0
25,50101,3,25501013,2790,2790,2180,1454,59,0,72,0,219,376,0,376,150,291,115,171,65,109,1252,2153,657,38553600,132.3323057,56.77044375,189.1027495,79.375,0,0,0,0,0,0,0,0,0,0
25,50200,1,25502001,2790,2790,2423,1511,85,0,42,15,237,533,19,514,38,211,201,94,258,74,1547,2423,735,49894400,154.9006059,90.13039523,245.0310012,81.25,242,0,242,0,242,1,1,0,1,0
25,50200,2,25502002,2790,2790,1266,811,59,0,0,32,136,228,27,201,31,33,159,44,144,20,835,1266,435,31841400,71.80822792,32.18942687,103.9976548,39.375,0,0,0,0,0,0,0,0,0,0
25,50200,3,25502003,2790,2790,875,495,13,0,0,0,268,99,0,99,18,66,94,113,81,63,440,875,270,15041600,67.70490061,26.92206611,94.62696671,32.5,0,0,0,0,0,0,0,0,0,0
25,50200,4,25502004,2790,2790,875,737,29,0,0,0,65,44,0,44,36,58,48,80,59,123,471,875,275,16045000,67.70490061,25.75154149,93.4564421,37.5,238,0,238,0,238,1,1,0,1,0
25,50300,1,25503001,2790,2790,301,245,38,0,0,0,18,0,0,0,7,15,97,56,25,0,101,301,156,6683000,43.08493675,23.99575457,67.08069132,26.875,405,494,899,0,899,1,1,1,1,0
25,50300,2,25503002,2790,2790,1845,509,458,0,339,0,246,293,0,293,378,510,300,206,156,9,286,1845,874,23023300,96.42819177,60.28201759,156.7102094,70,0,0,0,0,0,0,0,0,0,0
25,50400,1,25504001,2790,2790,949,634,0,0,0,0,0,315,0,315,132,28,78,188,0,62,461,949,309,14404500,34.87828213,13.46103305,48.33931518,13.75,0,0,0,0,0,0,0,0,0,0
25,50400,2,25504002,2790,2790,1362,1115,79,0,97,0,48,23,10,13,24,172,34,45,139,131,817,1362,626,53709000,77.96321888,36.28626301,114.2494819,46.25,0,0,0,0,0,0,0,0,0,0
25,50500,1,25505001,2790,2790,1925,1331,20,0,65,0,35,474,0,474,90,133,158,142,207,66,1109,1905,746,36043100,106.68651,45.06519761,151.7517077,49.375,480,309,789,0,789,1,1,1,1,0
25,50600,1,25506001,2790,2790,1206,604,97,8,0,0,0,497,0,497,65,27,228,169,211,63,443,1206,466,20761400,70.78239609,31.60416456,102.3865606,48.75,0,0,0,0,0,0,0,0,0,0
25,50600,2,25506002,2790,2790,700,314,49,0,0,0,288,49,11,38,0,39,0,0,53,360,248,700,228,15804000,47.18826406,16.97260689,64.16087095,30.625,77,0,77,0,77,1,1,0,1,0
25,50700,1,25507001,2790,2790,1822,1074,135,0,0,0,358,255,0,255,18,178,27,44,228,62,1265,1822,698,40672300,111.8156692,42.13888608,153.9545553,56.25,0,0,0,0,0,0,0,0,0,0
25,50700,2,25507002,2790,2790,1492,1057,12,22,0,0,76,325,0,325,109,40,395,0,226,14,708,1492,363,28937100,98.47985543,38.62731224,137.1071677,46.875,332,0,332,0,332,1,1,0,1,0
25,50700,3,25507003,2790,2790,1338,812,0,0,0,0,282,244,0,244,61,69,19,79,126,0,984,1338,412,30513400,77.96321888,36.28626301,114.2494819,51.25,0,0,0,0,0,0,0,0,0,0
25,50901,1,25509011,2790,2790,974,806,19,7,0,0,41,101,0,101,46,123,61,82,170,27,465,974,319,19820200,73.85989157,36.87152532,110.7314169,48.75,0,0,0,0,0,0,0,0,0,0
25,50901,2,25509012,2790,2790,2259,1029,71,11,128,0,522,498,0,498,54,305,508,93,129,102,1068,2259,700,41350800,118.996492,62.03780451,181.0342965,70,0,0,0,0,0,0,0,0,0,0
25,50901,3,25509013,2790,2790,1135,640,19,0,16,0,173,287,0,287,152,16,16,0,25,346,580,1135,332,21679000,70.78239609,36.87152532,107.6539214,42.5,0,0,0,0,0,0,0,0,0,0
25,51000,1,25510001,2790,2790,1665,1566,20,0,0,0,0,79,0,79,38,14,190,31,113,122,1157,1665,717,49848000,99.50568725,55.59991913,155.1056064,77.5,0,1408,1408,1332,2740,2,0,2,2,2
25,51000,2,25510002,2790,2790,789,602,105,0,44,0,38,0,0,0,53,138,160,39,106,9,284,789,403,14695200,67.70490061,35.1157384,102.820639,49.375,0,0,0,0,0,0,0,0,0,0
25,51000,3,25510003,2790,2790,1442,1247,0,0,118,0,26,51,51,0,40,195,0,118,226,20,843,1442,568,28176900,63.6015733,28.09259072,91.69416402,40,0,0,0,0,0,0,0,0,0,0
25,51101,1,25511011,2790,2790,2257,1717,40,0,82,0,93,325,0,325,45,17,0,264,398,0,1533,2257,694,55807700,85.14404167,49.74729607,134.8913377,58.125,228,0,228,0,228,1,1,0,1,0
25,51101,2,25511012,2790,2790,1457,692,285,0,97,0,36,347,0,347,161,268,35,133,90,0,770,1457,559,27780300,169.2622515,83.69250986,252.9547614,110.625,0,0,0,0,0,0,0,0,0,0
25,51101,3,25511013,2790,2790,1894,1614,0,0,15,0,73,192,39,153,37,77,117,258,126,0,1263,1878,619,51771000,93.35069629,54.42939452,147.7800908,57.5,0,0,0,0,0,0,0,0,0,0
25,51101,4,25511014,2790,2790,768,695,5,5,0,0,4,59,0,59,14,38,0,66,29,26,430,603,294,16564000,42.05910492,25.75154149,67.81064642,28.125,242,0,242,0,242,1,1,0,1,0
25,51200,1,25512001,2790,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0
25,51200,2,25512002,2790,2790,1588,1112,35,0,57,0,51,333,0,333,204,61,51,42,88,0,1142,1588,599,39307000,68.73073243,35.1157384,103.8464708,55,0,0,0,0,0,0,0,0,0,0
25,51200,3,25512003,2790,2790,874,568,39,0,45,0,99,123,0,123,41,67,154,99,42,22,449,874,352,16502600,36.92994579,12.29050844,49.22045423,19.375,197,0,197,0,197,1,1,0,1,0
25,60101,1,25601011,2790,2790,1066,1066,0,0,0,0,0,0,0,0,29,28,0,68,33,0,908,1066,492,40304600,24.61996386,11.70524613,36.32520999,11.25,0,0,0,0,0,0,0,0,0,0
25,60101,2,25601012,2790,2790,761,761,0,0,0,0,0,0,0,0,11,211,0,0,30,0,509,761,339,23506900,19.49080472,7.02314768,26.5139524,10.625,0,0,0,0,0,0,0,0,0,0
25,60101,3,25601013,2790,2790,756,746,0,10,0,0,0,0,0,0,0,0,0,0,21,71,664,756,394,37652900,24.61996386,12.29050844,36.9104723,17.5,0,0,0,0,0,0,0,0,0,0
25,60101,4,25601014,2790,2790,523,498,25,0,0,0,0,0,0,0,0,15,0,0,20,0,488,523,356,37095300,18.46497289,4.682098453,23.14707135,4.375,156,72,228,0,228,1,1,1,1,0
25,60200,1,25602001,2790,2790,1124,1124,0,0,0,0,0,0,0,0,23,0,6,0,26,0,1069,1124,495,56784900,30.77495482,10.53472152,41.30967634,6.25,0,0,0,0,0,0,0,0,0,0
25,60200,2,25602002,2790,2790,931,910,0,0,0,0,7,14,0,14,96,27,0,0,18,0,790,931,428,36812500,23.59413203,20.48418073,44.07831276,21.25,0,0,0,0,0,0,0,0,0,0
25,60301,1,25603011,2790,2790,1231,1179,13,0,39,0,0,0,0,0,11,58,10,30,11,16,1095,1231,710,65371800,13.33581376,14.04629536,27.38210912,20,0,0,0,0,0,0,0,0,0,0
25,60301,2,25603012,2790,2790,661,661,0,0,0,0,0,0,0,0,24,0,0,0,19,0,618,661,317,32370400,23.59413203,8.7789346,32.37306663,10,0,0,0,0,0,0,0,0,0,0
25,60301,3,25603013,2790,2790,780,780,0,0,0,0,0,0,0,0,9,24,0,45,9,12,652,751,448,43020400,22.5683002,15.21681997,37.78512018,19.375,203,0,203,0,203,1,1,0,1,0
25,60400,1,25604001,2790,2790,1357,1357,0,0,0,0,0,0,0,0,41,15,0,0,0,0,1301,1357,583,65415700,20.51663655,17.5578692,38.07450575,23.125,0,0,0,0,0,0,0,0,0,0
25,60400,2,25604002,2790,2790,1025,1025,0,0,0,0,0,0,0,0,0,115,0,0,0,0,910,1025,421,54546800,14.36164558,18.72839381,33.0900394,21.875,0,0,0,0,0,0,0,0,0,0
25,60400,3,25604003,2790,2790,928,915,0,0,0,0,0,13,0,13,86,21,13,23,0,0,785,928,533,54219400,15.38747741,8.193672294,23.5811497,12.5,0,0,0,0,0,0,0,0,0,0
25,60400,4,25604004,2790,2790,812,776,0,0,36,0,0,0,0,0,40,41,0,81,17,0,633,812,487,35158500,7.180822792,9.949459214,17.13028201,13.75,0,0,0,0,0,0,0,0,0,0
25,60400,5,25604005,2790,2790,734,720,14,0,0,0,0,0,0,0,10,0,0,12,0,0,429,451,260,30380800,23.59413203,8.7789346,32.37306663,15,0,0,0,487,487,1,0,0,0,1
25,60501,1,25605011,2790,2790,479,422,0,0,9,0,48,0,0,0,0,0,0,0,34,0,445,479,202,26883100,10.25831827,9.949459214,20.20777749,10.625,0,0,0,0,0,0,0,0,0,0
25,60501,2,25605012,2790,2790,926,917,0,0,9,0,0,0,0,0,0,0,0,33,10,25,858,926,521,54371100,9.232486446,8.193672294,17.42615874,12.5,0,0,0,0,0,0,0,0,0,0
25,60501,3,25605013,2790,2790,482,437,0,0,45,0,0,0,0,0,0,8,0,0,22,45,407,482,318,31971600,7.180822792,4.682098453,11.86292124,5,0,0,0,0,0,0,0,0,0,0
25,60501,4,25605014,2790,2790,649,616,0,0,33,0,0,0,0,0,31,12,28,22,18,0,538,649,268,31501000,12.30998193,9.364196907,21.67417884,12.5,0,0,0,0,0,0,0,0,0,0
25,60501,5,25605015,2790,2790,859,509,121,0,87,0,134,8,0,8,86,48,91,27,76,0,531,859,346,30843900,13.33581376,11.11998383,24.45579758,15,0,0,0,0,0,0,0,0,0,0
25,60600,1,25606001,2790,2790,1831,1605,14,0,167,0,0,45,0,45,61,20,22,20,118,22,1568,1831,1136,124650800,25.64579568,12.87577075,38.52156643,16.25,0,0,0,0,0,0,0,0,0,0
25,60700,1,25607001,2790,2790,460,130,118,0,51,0,161,0,0,0,36,213,55,0,43,51,62,460,154,3520900,94.37652812,47.99150915,142.3680373,59.375,0,0,0,0,0,0,0,0,0,0
25,60700,2,25607002,2790,2790,1341,342,389,20,94,0,496,0,0,0,424,143,259,54,83,48,330,1341,492,11142400,116.9448283,79.0104114,195.9552397,94.375,491,258,749,0,749,1,1,1,1,0
25,60800,1,25608001,2790,2790,564,564,0,0,0,0,0,0,0,0,16,22,0,0,113,45,368,564,243,16737100,15.38747741,10.53472152,25.92219893,9.375,0,0,0,0,0,0,0,0,0,0
25,60800,2,25608002,2790,2790,873,858,0,0,0,0,0,15,0,15,0,13,24,0,18,21,797,873,415,32170200,15.38747741,9.364196907,24.75167432,18.75,0,0,0,0,0,0,0,0,0,0
25,60800,3,25608003,2790,2790,599,477,0,0,111,0,11,0,0,0,8,0,0,0,33,0,558,599,259,23282100,14.36164558,8.7789346,23.14058018,15.625,0,0,0,0,0,0,0,0,0,0
25,60800,4,25608004,2790,2790,1439,1300,38,5,96,0,0,0,0,0,146,8,0,15,0,12,1258,1439,812,80209900,22.5683002,18.72839381,41.29669402,27.5,0,842,842,174,1016,3,0,2,2,1
25,61000,1,25610001,2790,2790,1309,1289,0,0,15,0,0,5,0,5,13,9,34,70,113,0,1070,1309,541,43427800,28.72329117,11.11998383,39.84327499,21.25,0,0,0,0,0,0,0,0,0,0
25,61000,2,25610002,2790,2790,842,339,67,0,81,0,347,8,8,0,346,67,86,47,67,0,209,822,339,6516900,129.2548102,61.4525422,190.7073524,75,154,0,154,0,154,1,1,0,1,0
25,61000,3,25610003,2790,2790,1397,577,282,0,189,0,349,0,0,0,878,255,25,64,44,99,32,1397,400,5543200,94.37652812,42.72414839,137.1006765,63.75,0,0,0,0,0,0,0,0,0,0
25,61101,1,25611011,2790,2790,453,74,203,9,83,0,84,0,0,0,133,149,0,0,38,0,133,453,205,3500300,59.49824599,28.67785303,88.17609901,21.875,0,0,0,0,0,0,0,0,0,0
25,61101,2,25611012,2790,2790,1812,798,402,0,328,0,256,28,28,0,454,551,206,138,282,0,165,1796,791,13588800,159.0039332,81.35146063,240.3553939,83.75,0,0,0,0,0,0,0,0,0,0
25,61200,1,25612001,2790,2790,1173,1004,46,9,107,0,0,7,0,7,41,0,35,83,8,0,1006,1173,692,101335500,30.77495482,9.949459214,40.72441403,13.75,0,0,0,0,0,0,0,0,0,0
25,61200,2,25612002,2790,2790,706,647,8,0,8,0,15,28,0,28,98,68,54,0,13,0,473,706,421,22814400,12.30998193,6.437885373,18.7478673,10,0,0,0,0,0,0,0,0,0,0
25,61200,3,25612003,2790,2790,1128,1097,24,0,7,0,0,0,0,0,77,245,0,7,13,0,786,1128,566,46744900,22.5683002,11.70524613,34.27354634,20,0,0,0,0,0,0,0,0,0,0
25,70101,1,25701011,2790,2790,590,412,22,16,140,0,0,0,0,0,31,0,0,0,0,0,559,590,324,71331500,11.2841501,5.852623067,17.13677317,8.125,0,0,0,0,0,0,0,0,0,0
25,70101,2,25701012,2790,2790,419,135,0,0,284,0,0,0,0,0,120,17,105,0,97,0,80,419,142,3543100,6.154990964,3.51157384,9.666564804,50,0,0,0,0,0,0,0,0,0,0
25,70101,3,25701013,2790,2790,269,108,0,0,161,0,0,0,0,0,23,78,10,12,26,0,120,269,182,9470900,16.41330924,2.926311533,19.33962077,10.625,0,0,0,0,0,0,0,0,0,0
25,70101,4,25701014,2790,2790,1578,1203,80,11,256,0,28,0,0,0,95,74,42,52,15,0,743,1021,653,121033500,11.2841501,4.682098453,15.96624855,313.125,0,0,0,0,0,0,0,0,0,0
25,70101,5,25701015,2790,2790,310,244,19,6,41,0,0,0,0,0,24,38,0,10,19,0,219,310,120,43011300,16.41330924,1.170524613,17.58383385,23.125,0,0,0,0,0,0,0,0,0,0
25,70101,6,25701016,2790,2790,302,214,0,0,88,0,0,0,0,0,141,0,0,0,15,0,146,302,289,8197100,0,0,0,15,0,0,0,0,0,0,0,0,0,0
25,70101,7,25701017,2790,2790,869,461,20,0,388,0,0,0,0,0,135,244,24,0,60,45,361,869,581,40022700,18.46497289,7.02314768,25.48812057,41.875,0,0,0,0,0,0,0,0,0,0
25,70101,8,25701018,2790,2790,357,119,46,0,158,0,7,27,0,27,45,22,0,8,57,0,225,357,157,40081500,5.129159137,2.926311533,8.05547067,3.125,0,0,0,0,0,0,0,0,0,0
25,70200,1,25702001,2790,2790,1362,310,16,22,940,0,68,6,0,6,442,121,170,29,0,53,513,1328,568,32647900,49.23992771,27.50732841,76.74725613,42.5,0,0,0,0,0,0,0,0,0,0
25,70200,2,25702002,2790,2790,1420,0,62,0,1227,0,80,51,0,51,195,256,66,41,82,129,651,1420,578,20205300,37.95577761,36.28626301,74.24204063,46.875,0,0,0,0,0,0,0,0,0,0
25,70200,3,25702003,2790,2790,2547,1222,38,0,1170,0,34,83,14,69,53,464,97,103,0,0,478,1195,639,22412200,24.61996386,22.82522996,47.44519382,713.75,719,0,719,0,719,1,1,0,1,0
25,70300,1,25703001,2790,2790,1036,806,0,0,189,0,22,19,0,19,59,142,95,22,19,0,699,1036,558,155631600,7.180822792,2.926311533,10.10713432,3.75,0,0,0,0,0,0,0,0,0,0
25,70300,2,25703002,2790,2790,1215,788,50,0,377,0,0,0,0,0,101,116,0,0,0,10,988,1215,582,69426500,7.180822792,7.608409987,14.78923278,10,0,303,303,392,695,2,0,1,1,2
25,70300,3,25703003,2790,2790,898,773,12,0,60,0,36,17,0,17,50,47,0,60,0,16,725,898,669,60662800,12.30998193,5.26736076,17.57734269,7.5,0,0,0,0,0,0,0,0,0,0
25,70300,4,25703004,2790,2790,1243,971,127,0,130,0,0,15,0,15,79,65,20,48,22,0,1009,1243,611,119161500,21.54246837,5.26736076,26.80982913,17.5,0,0,0,0,0,0,0,0,0,0
25,70402,1,25704021,2790,2790,1901,150,304,0,1260,0,111,76,23,53,308,401,118,257,267,95,377,1823,729,22387300,86.1698735,82.52198524,168.6918587,86.25,0,0,0,0,0,0,0,0,0,0
25,70500,1,25705001,2790,2790,1869,1456,42,0,314,0,25,32,20,12,141,40,42,0,14,0,1632,1869,950,149477400,44.11076858,12.29050844,56.40127702,19.375,0,0,0,0,0,0,0,0,0,0
25,70500,2,25705002,2790,2790,1032,463,63,0,221,0,285,0,0,0,164,378,51,23,17,0,399,1032,589,16054300,58.47241416,31.01890225,89.49131641,38.125,0,0,0,0,0,0,0,0,0,0
25,70500,3,25705003,2790,2790,2991,2117,255,0,541,0,78,0,0,0,856,62,279,95,277,16,1406,2991,825,158844000,33.8524503,15.21681997,49.06927028,12.5,0,0,0,0,0,0,0,0,0,0
25,70500,4,25705004,2790,2790,1362,796,157,0,236,0,173,0,0,0,283,219,0,105,152,56,547,1362,567,50645100,65.65323695,36.87152532,102.5247623,34.375,0,0,0,0,0,0,0,0,0,0
25,70600,1,25706001,2790,2790,974,889,41,0,44,0,0,0,0,0,24,61,0,0,37,0,852,974,617,83536600,23.59413203,11.11998383,34.71411586,9.375,55,69,124,164,288,1,1,1,1,1
25,70600,2,25706002,2790,2790,1377,866,23,0,127,0,323,38,0,38,123,25,0,241,95,0,893,1377,727,79886800,29.74912299,12.29050844,42.03963143,6.875,0,0,0,0,0,0,0,0,0,0
25,70700,1,25707001,2790,2790,1249,541,520,0,66,0,122,0,0,0,222,97,48,49,24,176,633,1249,578,60063800,32.82661848,25.16627919,57.99289766,35,0,0,0,0,0,0,0,0,0,0
25,70700,2,25707002,2790,2790,1098,648,270,43,41,13,83,0,0,0,11,91,33,64,0,0,899,1098,628,99886400,41.03327309,14.63155767,55.66483076,16.875,0,0,0,0,0,0,0,0,0,0
25,70800,1,25708001,2790,2790,1641,887,481,0,46,0,201,26,0,26,235,123,0,13,0,25,1245,1641,932,72052700,28.72329117,14.63155767,43.35484883,27.5,0,0,0,0,0,0,0,0,0,0
25,70800,2,25708002,2790,2790,808,426,321,14,47,0,0,0,0,0,152,44,117,0,49,47,399,808,502,20871500,16.41330924,8.7789346,25.19224384,20,0,4,4,11,15,1,0,1,1,1
25,70800,3,25708003,2790,2790,987,837,54,0,70,0,0,26,0,26,126,120,0,0,61,0,680,987,680,90259100,30.77495482,11.11998383,41.89493865,12.5,0,0,0,0,0,0,0,0,0,0
25,70900,1,25709001,2790,2790,2273,1344,517,10,191,0,109,102,24,78,220,341,88,39,100,55,1430,2273,1221,114232700,83.09237802,35.1157384,118.2081164,48.75,264,67,331,0,331,1,1,1,1,0
25,70900,2,25709002,2790,2790,784,326,238,0,0,0,185,35,26,9,158,198,186,34,0,0,208,784,447,18599900,88.22153715,40.38309916,128.6046363,41.25,0,0,0,0,0,0,0,0,0,0
25,71101,1,25711011,2790,2790,1364,509,344,0,384,0,93,34,0,34,172,175,252,22,0,20,614,1255,794,52398800,17.43914107,14.04629536,31.48543643,15.625,0,0,0,0,0,0,0,0,0,0
25,71101,2,25711012,2790,2790,1452,1075,175,0,85,0,54,63,0,63,296,132,29,53,88,67,787,1452,683,62803600,19.49080472,4.096836147,23.58764087,9.375,0,0,0,0,0,0,0,0,0,0
25,71101,3,25711013,2790,2790,993,305,252,0,191,0,235,10,0,10,109,45,117,0,16,142,564,993,571,24955800,27.69745934,13.46103305,41.15849239,18.75,0,0,0,0,0,0,0,0,0,0
25,71201,1,25712011,2790,2790,1940,983,436,0,323,0,174,24,0,24,316,426,45,54,16,0,1083,1940,691,96366200,45.1366004,21.06944304,66.20604344,15.625,0,0,0,0,0,0,0,0,0,0
25,71201,2,25712012,2790,2790,1126,357,241,0,92,0,425,11,0,11,408,203,112,72,23,175,133,1126,522,10451600,108.7381737,61.4525422,170.1907159,56.875,469,0,469,0,469,1,1,0,1,0
25,80100,1,25801001,2790,2790,1936,588,797,52,81,0,328,90,71,19,40,60,39,11,0,0,473,623,273,26017700,60.52407781,34.53047609,95.05455391,108.125,208,0,208,0,208,1,1,0,1,0
25,80100,2,25801002,2790,2790,788,0,695,0,0,0,93,0,0,0,30,291,0,28,21,0,418,788,270,14590100,44.11076858,32.18942687,76.30019544,33.75,0,0,0,0,0,0,0,0,0,0
25,80300,1,25803001,2790,2790,1739,128,1374,0,0,0,134,103,49,54,401,157,47,119,323,0,692,1739,702,25387600,125.1514829,90.13039523,215.2818782,110,559,525,1084,1096,2180,4,1,2,2,3
25,80401,1,25804011,2790,2790,915,89,541,0,131,0,97,57,0,57,180,486,34,0,0,0,215,915,371,11452800,91.29903264,51.50308299,142.8021156,60.625,0,0,0,0,0,0,0,0,0,0
25,80401,2,25804012,2790,2790,1500,201,902,33,0,0,299,65,12,53,162,549,143,64,233,14,335,1500,786,18276900,105.6606782,47.40624684,153.0669251,56.25,0,0,0,386,386,2,0,0,0,2
25,80500,1,25805001,2790,2790,1002,120,680,11,0,0,145,46,46,0,426,170,19,48,9,0,330,1002,471,13122500,66.67906878,33.35995148,100.0390203,46.25,0,0,0,0,0,0,0,0,0,0
25,80500,2,25805002,2790,2790,1742,610,789,0,0,0,324,19,19,0,357,614,240,250,33,60,188,1742,825,20068800,184.6497289,118.2229859,302.8727149,107.5,0,0,0,0,0,0,0,0,0,0
25,80601,1,25806011,2790,2790,1337,788,205,0,231,0,113,0,0,0,408,494,80,32,37,22,264,1337,450,17221300,46.16243223,26.3368038,72.49923603,782.5,0,0,0,0,0,0,0,0,0,0
25,80601,2,25806012,2790,2790,474,207,240,0,27,0,0,0,0,0,93,120,0,27,22,0,212,474,157,5768600,50.26575954,35.1157384,85.38149794,51.25,0,0,0,0,0,0,0,0,0,0
25,80601,3,25806013,2790,2790,538,58,307,0,17,0,124,32,32,0,92,95,0,27,48,0,276,538,250,8384200,21.54246837,13.46103305,35.00350143,20.625,0,0,0,0,0,0,0,0,0,0
25,80801,1,25808011,2790,2790,1607,769,127,48,44,0,442,177,40,137,99,403,93,35,0,0,141,771,337,10149700,84.11820984,67.30516527,151.4233751,560.625,0,0,0,0,0,0,0,0,0,0
25,80801,2,25808012,2790,2790,1644,301,882,0,225,0,198,38,38,0,539,585,57,19,69,14,361,1644,599,18424200,81.04071436,79.59567371,160.6363881,125,288,124,412,0,412,1,1,1,1,0
25,80900,1,25809001,2790,2790,1353,637,308,0,352,0,7,49,4,45,214,75,262,0,44,15,743,1353,806,37735400,13.33581376,5.26736076,18.60317452,51.875,0,0,0,0,0,0,0,0,0,0
25,80900,2,25809002,2790,2790,1106,938,104,0,64,0,0,0,0,0,362,138,57,11,128,0,410,1106,367,19166200,29.74912299,21.06944304,50.81856603,62.5,0,0,0,393,393,1,0,0,0,1
25,80900,3,25809003,2790,2790,1236,646,82,0,348,0,105,55,0,55,368,252,134,16,46,37,383,1236,421,22491700,9.232486446,2.926311533,12.15879798,33.75,0,0,0,0,0,0,0,0,0,0
25,81001,1,25810011,2790,2790,642,154,361,0,109,0,0,18,18,0,56,266,55,0,0,0,265,642,316,20322800,17.43914107,15.80208228,33.24122335,8.75,0,0,0,0,0,0,0,0,0,0
25,81001,2,25810012,2790,2790,2913,1187,424,0,542,0,676,84,84,0,225,634,312,493,325,16,908,2913,1170,50554500,161.0555969,68.47568988,229.5312868,105,0,0,0,0,0,0,0,0,0,0
25,81001,3,25810013,2790,2790,506,452,12,0,27,0,0,15,0,15,53,53,92,29,0,46,233,506,204,12750400,4.103327309,2.341049227,6.444376536,20,0,0,0,0,0,0,0,0,0,0
25,81001,4,25810014,2790,2790,1078,657,109,0,244,0,0,68,31,37,192,189,33,151,32,12,469,1078,482,23897700,13.33581376,11.11998383,24.45579758,43.125,0,0,0,0,0,0,0,0,0,0
